Price,Make,Model,Reg-Year,Configuration,Mileage(Miles),EngSize(Litres),Power(BHP),Control,Fuel-Type,Owners
"13,995",Citroen,C3,2018,SUV,"33,626",1.6,100,Manual,Diesel,1
"4,795",Citroen,C4,2015,Hatchback,"121,000",1.6,120,Manual,Diesel,2
"10,918",Ford,Focus,2016,Hatchback,"46,700",1.5,120,Automatic,Diesel,2
"14,149",KIA,Xceed,2020,SUV,"49,398",1.6,116,Manual,Diesel,1
"6,400",Hyundai,i30,2015,Hatchback,"60,000",1.6,108,Manual,Diesel,3
"6,495",Peugeot,5008,2015,MPV,"131,000",1.6,120,Manual,Diesel,2
"15,690",Audi,Q2,2017,SUV,"67,455",1.6,116,Manual,Diesel,2
"12,590",Renault,Grand,2018,MPV,"57,309",1.5,110,Manual,Diesel,1
"8,990",Ford,Galaxy,2016,MPV,"98,000",2,150,Automatic,Diesel,2
"9,616",Renault,Captur,2016,SUV,"57,706",1.5,90,Manual,Diesel,1
"11,999",Citroen,C4,2016,MPV,"66,000",1.6,120,Manual,Diesel,3
"5,850",SKODA,Octavia,2015,Hatchback,"124,459",2,148,Manual,Diesel,4
"10,994",Renault,Megane,2017,Hatchback,"63,803",1.5,110,Manual,Diesel,2
"13,495",BMW,4,2015,Hatchback,"115,000",2,190,Manual,Diesel,3
"17,490",Audi,A4,2016,Saloon,"55,000",2,190,Automatic,Diesel,3
"6,095",Mazda6,ns,2014,Saloon,"111,344",2.2,148,Manual,Diesel,2
"5,995",Peugeot,308,2017,Estate,"172,000",2,150,Manual,Diesel,1
"16,789",Peugeot,3008,2018,SUV,"66,794",1.5,131,Manual,Diesel,1
"6,799",Ford,Focus,2015,Estate,"99,272",1.5,120,Manual,Diesel,2
"7,295",Mazda,CX-5,2012,SUV,"104,500",2.2,148,Manual,Diesel,3
"14,749",Audi,A5,2016,Coupe,"73,809",2,187,Manual,Diesel,4
"17,950",BMW,X1,2017,SUV,"45,551",2,150,Manual,Diesel,2
"7,950",Citroen,DS4,2015,Hatchback,"71,461",2,150,Manual,Diesel,3
"13,499",BMW,3,2015,Saloon,"71,883",2,150,Manual,Diesel,2
"11,395",Vauxhall,Insignia,2018,Hatchback,"49,393",1.6,110,Manual,Diesel,1
"9,350",Ford,Kuga,2015,SUV,"67,000",2,148,Manual,Diesel,2
"10,999",Volkswagen,CC,2015,Saloon,"107,000",2,181,Automatic,Diesel,2
"9,495",BMW,3,2015,Saloon,"68,000",2,116,Manual,Diesel,2
"8,395",DS,Automobiles,2017,Hatchback,"61,692",1.6,120,Manual,Diesel,1
"11,649",BMW,5,2014,Saloon,"85,066",2,184,Automatic,Diesel,2
"13,300",Hyundai,Tucson,2017,SUV,"38,625",1.7,116,Manual,Diesel,1
"10,994",Renault,Megane,2017,Hatchback,"63,803",1.5,110,Manual,Diesel,2
"9,799",MINI,Countryman,2016,SUV,"77,799",1.6,112,Manual,Diesel,3
"6,290",Mazda6,ns,2014,Estate,"111,000",2.2,148,Automatic,Diesel,3
"8,589",Vauxhall,Insignia,2016,Hatchback,"90,000",2,168,Manual,Diesel,2
"16,999",Ford,Kuga,2019,SUV,"33,891",2,150,Manual,Diesel,1
"7,999",DS,Automobiles,2015,Hatchback,"47,000",1.6,118,Manual,Diesel,2
"5,000",Ford,Fiesta,2015,Hatchback,"117,883",1.5,74,Manual,Diesel,1
"8,499",Citroen,DS4,2015,Hatchback,"65,269",2,150,Manual,Diesel,3
"7,450",Mazda6,ns,2016,Saloon,"101,200",2.2,148,Manual,Diesel,2
"10,295",Mazda,CX-3,2016,SUV,"98,422",1.5,105,Manual,Diesel,2
"12,995",Audi,A3,2014,Convertible,"42,000",2,148,Manual,Diesel,1
"7,250",Citroen,C3,2017,Hatchback,"108,000",1.6,100,Manual,Diesel,2
"12,990",Audi,TT,2015,Coupe,"69,000",2,184,Manual,Diesel,2
"13,469",Peugeot,2008,2017,SUV,"33,541",1.6,99,Manual,Diesel,3
"9,844",Renault,Clio,2017,Hatchback,"33,019",1.5,90,Manual,Diesel,1
"13,500",Vauxhall,Mokka,2016,SUV,"32,492",1.6,136,Manual,Diesel,2
"16,990",BMW,4,2015,Hatchback,"49,500",3,258,Automatic,Diesel,1
"12,800",Renault,Kadjar,2017,SUV,"63,958",1.5,110,Automatic,Diesel,2
"12,890",Ford,Galaxy,2017,MPV,"83,900",2,150,Automatic,Diesel,1
"23,990",Volkswagen,Passat,2020,Saloon,"22,863",2,150,Manual,Diesel,1
"26,650",Mercedes-Benz,Glc,2017,Coupe,"66,351",2.1,170,Automatic,Diesel,4
"10,200",Ford,Ecosport,2017,SUV,"42,325",1.5,94,Manual,Diesel,1
"8,795",DS,Automobiles,2015,Hatchback,"51,200",1.6,120,Manual,Diesel,3
"7,990",Volkswagen,Passat,2015,Estate,"155,000",2,190,Manual,Diesel,1
"12,999",Nissan,Qashqai,2018,SUV,"31,779",1.5,115,Manual,Diesel,2
"12,980",Honda,Cr-V,2015,SUV,"79,000",1.6,160,Manual,Diesel,2
"12,495",Ford,Kuga,2016,SUV,"80,836",2,178,Automatic,Diesel,1
"6,700",Vauxhall,Astra,2014,Hatchback,"56,900",1.6,110,Manual,Diesel,1
"12,990",Volkswagen,Golf,2014,Hatchback,"64,133",2,181,Manual,Diesel,2
"17,949",BMW,4,2016,Hatchback,"76,823",2,190,Automatic,Diesel,2
"12,499",Hyundai,Tucson,2017,SUV,"35,315",1.7,116,Manual,Diesel,1
"7,495",Nissan,Qashqai,2016,SUV,"124,840",1.5,108,Manual,Diesel,1
"14,372",KIA,Carens,2017,MPV,"44,581",1.7,139,Manual,Diesel,1
"10,416",Renault,Captur,2017,SUV,"50,326",1.5,90,Manual,Diesel,2
"6,790",Mazda3,ns,2015,Hatchback,"98,200",2.2,148,Manual,Diesel,2
"11,950",KIA,Ceed,2019,Hatchback,"67,000",1.6,116,Manual,Diesel,3
"15,691",Mercedes-Benz,E,2015,Coupe,"52,362",2.1,175,Automatic,Diesel,2
"15,994",Mercedes-Benz,E,2016,Saloon,"82,000",2,194,Automatic,Diesel,4
"8,899",MINI,Hatchback,2015,Hatchback,"55,747",1.5,116,Manual,Diesel,2
"8,295",Citroen,C4,2015,Hatchback,"52,180",1.6,100,Manual,Diesel,2
"12,900",Renault,Kadjar,2017,SUV,"41,550",1.5,110,Manual,Diesel,2
"13,490",Volvo,V40,2017,Hatchback,"48,600",2,150,Manual,Diesel,2
"9,795",Nissan,Juke,2015,SUV,"37,018",1.5,110,Manual,Diesel,2
"8,995",Ford,Mondeo,2015,Hatchback,"76,568",2,150,Manual,Diesel,1
"14,995",Hyundai,Tucson,2015,SUV,"71,930",2,182,Manual,Diesel,4
"9,995",Volkswagen,Scirocco,2015,Hatchback,"131,500",2,181,Manual,Diesel,4
"14,495",Mercedes-Benz,C,2016,Coupe,"89,000",2.1,170,Manual,Diesel,3
"5,990",MINI,Hatch,2015,Hatchback,"89,000",1.5,95,Manual,Diesel,2
"8,995",Mercedes-Benz,C,2015,Saloon,"122,990",2.1,170,Automatic,Diesel,8
"10,994",Renault,Megane,2017,Hatchback,"63,803",1.5,110,Manual,Diesel,2
"9,844",Renault,Clio,2017,Hatchback,"33,019",1.5,90,Manual,Diesel,1
"9,844",Renault,Clio,2017,Hatchback,"33,019",1.5,90,Manual,Diesel,1
"9,990",DS,Automobiles,2018,Hatchback,"35,519",1.6,118,Manual,Diesel,1
"22,000",Volvo,V90,2017,Estate,"62,156",2,235,Automatic,Diesel,3
"7,495",Citroen,C4,2015,Hatchback,"78,713",1.6,100,Manual,Diesel,2
"18,758",Mercedes-Benz,C,2016,Saloon,"83,000",2.1,170,Automatic,Diesel,3
"10,695",Fiat,Panda,2017,Hatchback,"60,100",1.3,95,Manual,Diesel,2
"6,490",Renault,Clio,2015,Hatchback,"94,096",1.5,90,Manual,Diesel,2
"12,550",BMW,X3,2014,SUV,"81,176",2,190,Manual,Diesel,2
"9,844",Renault,Clio,2017,Hatchback,"33,019",1.5,90,Manual,Diesel,1
"10,474",Peugeot,2008,2017,SUV,"74,804",1.6,99,Manual,Diesel,1
"13,999",BMW,2,2014,Coupe,"62,000",2,218,Automatic,Diesel,4
"9,995",Audi,A3,2015,Hatchback,"56,000",1.6,108,Manual,Diesel,1
"12,495",Hyundai,Tucson,2015,SUV,"84,000",2,185,Manual,Diesel,1
"5,689",MINI,Hatch,2015,Hatchback,"107,000",1.5,116,Manual,Diesel,1
"27,000",Volvo,XC60,2018,SUV,"63,363",2,190,Automatic,Diesel,1
"13,495",Volkswagen,Golf,2015,Hatchback,"66,871",2,181,Manual,Diesel,1
"8,795",Ford,Grand,2015,MPV,"82,629",1.5,120,Manual,Diesel,2
"10,416",Renault,Captur,2017,SUV,"50,326",1.5,90,Manual,Diesel,2
"10,474",Peugeot,2008,2017,SUV,"74,804",1.6,99,Manual,Diesel,1
"9,844",Renault,Clio,2017,Hatchback,"33,019",1.5,90,Manual,Diesel,1
"19,991",Mercedes-Benz,A-Class,2018,Hatchback,"28,544",1.5,116,Automatic,Diesel,1
"12,495",BMW,1,2015,Hatchback,"76,000",2,190,Manual,Diesel,3
"6,995",KIA,Venga,2017,MPV,"54,492",1.4,90,Manual,Diesel,3
"3,850",Vauxhall,Astra,2015,Estate,"98,000",1.6,108,Manual,Diesel,2
"7,290",Honda,Civic,2015,Hatchback,"106,000",1.6,118,Manual,Diesel,1
"9,850",Volkswagen,Passat,2015,Saloon,"82,022",2,150,Manual,Diesel,3
"11,995",Audi,A3,2015,Saloon,"89,500",1.6,108,Manual,Diesel,4
"9,995",Ford,Grand,2016,MPV,"111,740",1.5,118,Automatic,Diesel,3
"13,584",Vauxhall,Insignia,2018,Hatchback,"32,223",1.6,110,Manual,Diesel,2
"13,584",Vauxhall,Insignia,2018,Hatchback,"32,223",1.6,110,Manual,Diesel,2
"36,970",Audi,A7,2019,Hatchback,"33,758",3,231,Automatic,Diesel,2
"7,390",Vauxhall,Insignia,2015,Estate,"94,284",2,168,Manual,Diesel,1
"7,495",SEAT,Leon,2016,Hatchback,"102,127",1.6,108,Manual,Diesel,2
"5,489",Citroen,C4,2014,Hatchback,"119,232",1.6,100,Manual,Diesel,5
"16,690",Honda,Civic,2018,Hatchback,"35,428",1.6,120,Manual,Diesel,2
"12,799",MINI,Countryman,2016,SUV,"27,881",1.6,112,Manual,Diesel,3
"14,556",Honda,Civic,2019,Hatchback,"78,207",1.6,120,Automatic,Diesel,1
"18,099",Mercedes-Benz,E,2016,Saloon,"72,394",2,194,Automatic,Diesel,2
"12,900",Renault,Kadjar,2017,SUV,"41,550",1.5,110,Manual,Diesel,2
"9,844",Renault,Clio,2017,Hatchback,"33,019",1.5,90,Manual,Diesel,1
"16,649",Mercedes-Benz,A,2017,Hatchback,"29,704",1.5,109,Manual,Diesel,2
"9,494",BMW,5,2014,Saloon,"121,000",2,190,Manual,Diesel,3
"9,350",Vauxhall,Astra,2016,Hatchback,"49,000",1.6,110,Manual,Diesel,1
"7,190",Vauxhall,Astra,2016,Estate,"134,000",1.6,136,Automatic,Diesel,2
"12,498",Peugeot,508,2016,Saloon,"34,910",1.6,120,Automatic,Diesel,3
"5,795",Mazda6,ns,2013,Saloon,"101,600",2.2,148,Manual,Diesel,5
"12,950",Mazda6,ns,2018,Estate,"72,000",2.2,150,Manual,Diesel,1
"12,999",Renault,Kadjar,2017,SUV,"48,999",1.5,110,Manual,Diesel,1
"17,994",Mercedes-Benz,E,2016,Saloon,"85,000",2,194,Automatic,Diesel,2
"6,975",Nissan,Juke,2016,SUV,"60,715",1.5,110,Manual,Diesel,4
"7,990",Ford,Mondeo,2015,Hatchback,"87,000",1.5,120,Manual,Diesel,1
"7,790",Peugeot,208,2016,Hatchback,"59,000",1.6,99,Manual,Diesel,3
"9,995",Renault,Megane,2018,Hatchback,"43,000",1.5,110,Manual,Diesel,3
"10,200",KIA,Optima,2017,Saloon,"73,964",1.7,141,Manual,Diesel,1
"11,995",Peugeot,308,2018,Estate,"74,000",1.5,131,Manual,Diesel,1
"9,995",Ford,Grand,2016,MPV,"111,740",1.5,118,Automatic,Diesel,3
"13,991",BMW,4,2016,Coupe,"48,480",2,150,Manual,Diesel,1
"6,999",Audi,A3,2015,Hatchback,"115,000",2,148,Manual,Diesel,2
"8,500",SKODA,Octavia,2017,Estate,"101,000",1.6,109,Manual,Diesel,3
"11,495",MINI,Hatch,2017,Hatchback,"24,500",1.5,116,Manual,Diesel,1
"11,490",Peugeot,Partner,2017,MPV,"26,004",1.6,99,Manual,Diesel,3
"10,416",Renault,Captur,2017,SUV,"50,326",1.5,90,Manual,Diesel,2
"12,959",KIA,Sportage,2017,SUV,"41,236",1.7,116,Manual,Diesel,2
"13,995",Mercedes-Benz,C,2016,Saloon,"101,000",1.6,136,Automatic,Diesel,2
"9,490",SKODA,Octavia,2016,Hatchback,"95,000",2,181,Automatic,Diesel,3
"17,500",Mercedes-Benz,A-Class,2019,Hatchback,"52,244",1.5,116,Automatic,Diesel,1
"13,584",Vauxhall,Insignia,2018,Hatchback,"32,223",1.6,110,Manual,Diesel,2
"6,250",Vauxhall,Mokka,2017,SUV,"132,000",1.6,136,Manual,Diesel,1
"9,560",Nissan,Juke,2016,SUV,"65,000",1.5,110,Manual,Diesel,1
"6,190",Mazda,CX-5,2015,SUV,"123,000",2.2,148,Manual,Diesel,5
"17,990",Ford,Kuga,2017,SUV,"38,071",2,180,Automatic,Diesel,2
"11,991",Ford,Mondeo,2016,Hatchback,"56,324",2,150,Manual,Diesel,4
"13,495",SKODA,Octavia,2018,Estate,"75,002",2,150,Manual,Diesel,1
"8,990",Vauxhall,Astra,2017,Hatchback,"70,595",1.6,110,Manual,Diesel,2
"11,299",Peugeot,2008,2016,SUV,"31,481",1.6,99,Manual,Diesel,3
"12,995",BMW,1,2015,Hatchback,"38,328",1.5,116,Manual,Diesel,3
"10,954",KIA,Ceed,2017,Estate,"61,427",1.6,134,Manual,Diesel,1
"12,900",Renault,Kadjar,2017,SUV,"41,550",1.5,110,Manual,Diesel,2
"15,540",Vauxhall,Insignia,2018,Estate,"51,000",2,170,Manual,Diesel,2
"14,099",Citroen,GRAND,2018,MPV,"54,068",1.5,129,Manual,Diesel,1
"9,990",Honda,Cr-V,2015,SUV,"106,000",1.6,120,Manual,Diesel,3
"12,995",Volkswagen,Golf,2014,Hatchback,"71,000",2,181,Manual,Diesel,2
"9,249",DS,Automobiles,2017,Hatchback,"25,000",1.6,100,Manual,Diesel,2
"15,989",Renault,Kadjar,2017,SUV,"21,745",1.5,110,Automatic,Diesel,2
"10,890",Renault,Kadjar,2016,SUV,"65,090",1.5,110,Manual,Diesel,2
"16,950",MINI,Clubman,2017,Estate,"14,854",2,150,Automatic,Diesel,2
"4,195",Vauxhall,Corsa,2015,Hatchback,"158,236",1.3,75,Manual,Diesel,1
"12,995",Ford,Focus,2015,Hatchback,"67,000",2,185,Manual,Diesel,2
"10,416",Renault,Captur,2017,SUV,"50,326",1.5,90,Manual,Diesel,2
"8,000",Renault,Clio,2017,Hatchback,"53,449",1.5,90,Manual,Diesel,1
"11,450",Audi,A1,2017,Hatchback,"60,041",1.6,116,Manual,Diesel,2
"14,990",BMW,4,2015,Hatchback,"97,000",3,258,Automatic,Diesel,2
"7,697",Citroen,C3,2017,Hatchback,"86,010",1.6,100,Manual,Diesel,3
"9,745",Ford,Kuga,2015,SUV,"77,000",2,148,Manual,Diesel,4
"6,979",Vauxhall,Insignia,2016,Hatchback,"81,274",1.6,134,Manual,Diesel,2
"13,895",BMW,3,2016,Estate,"106,000",2,150,Automatic,Diesel,2
"5,800",Mazda3,ns,2015,Saloon,"106,876",2.2,148,Manual,Diesel,1
"17,500",Mercedes-Benz,A-Class,2019,Hatchback,"52,244",1.5,116,Automatic,Diesel,1
"12,999",Nissan,X-Trail,2016,SUV,"69,539",1.6,130,Manual,Diesel,2
"10,994",Renault,Megane,2017,Hatchback,"63,803",1.5,110,Manual,Diesel,2
"12,995",Citroen,Grand,2014,MPV,"65,651",2,148,Automatic,Diesel,3
"10,000",KIA,Ceed,2018,Estate,"62,766",1.6,136,Manual,Diesel,1
"24,491",Land,Rover,2017,SUV,"75,612",2,180,Automatic,Diesel,1
"8,643",Ford,Mondeo,2016,Estate,"85,000",2,150,Manual,Diesel,2
"26,500",Ford,Transit,2018,Combi Van,"39,487",2,130,Manual,Diesel,2
"7,999",Peugeot,208,2018,Hatchback,"20,609",1.6,75,Manual,Diesel,1
"37,290",Mercedes-Benz,Glc,2019,Coupe,"12,278",2.1,204,Automatic,Diesel,3
"6,250",BMW,3,2012,Saloon,"98,000",2,163,Manual,Diesel,3
"17,500",Mercedes-Benz,A-Class,2019,Hatchback,"52,244",1.5,116,Automatic,Diesel,1
"13,584",Vauxhall,Insignia,2018,Hatchback,"32,223",1.6,110,Manual,Diesel,2
"10,750",Nissan,X-Trail,2015,SUV,"105,000",1.6,130,Manual,Diesel,3
"12,995",Volvo,V40,2015,Hatchback,"50,397",2,190,Automatic,Diesel,1
"9,990",Mazda,CX-5,2014,SUV,"78,167",2.2,148,Manual,Diesel,3
"9,245",DS,Automobiles,2016,Hatchback,"49,685",2,150,Manual,Diesel,3
"5,350",Ford,Mondeo,2015,Hatchback,"140,000",2,180,Manual,Diesel,4
"8,750",Vauxhall,Insignia,2017,Hatchback,"109,074",1.6,110,Manual,Diesel,1
"12,499",Peugeot,308,2018,Estate,"67,000",2,150,Automatic,Diesel,1
"7,990",Volkswagen,Polo,2014,Hatchback,"68,000",1.4,74,Manual,Diesel,2
"13,584",Vauxhall,Insignia,2018,Hatchback,"32,223",1.6,110,Manual,Diesel,2
"9,844",Renault,Clio,2017,Hatchback,"33,019",1.5,90,Manual,Diesel,1
"9,495",Citroen,C4,2015,Hatchback,"54,906",1.6,100,Manual,Diesel,1
"8,866",Renault,Scenic,2016,MPV,"39,964",1.5,110,Manual,Diesel,1
"6,495",Mazda,CX-5,2012,SUV,"123,800",2.2,173,Manual,Diesel,2
"5,995",Peugeot,308,2016,Hatchback,"106,000",1.6,120,Manual,Diesel,1
"11,698",Volvo,V40,2016,Hatchback,"74,535",2,190,Manual,Diesel,1
"13,331",BMW,5,2015,Estate,"104,993",2,218,Automatic,Diesel,3
"9,395",Peugeot,308,2015,Estate,"60,240",2,150,Manual,Diesel,3
"12,995",Hyundai,Tucson,2018,SUV,"63,000",1.7,116,Manual,Diesel,1
"12,000",Honda,Hr-V,2017,SUV,"56,499",1.6,120,Manual,Diesel,1
"12,900",Renault,Kadjar,2017,SUV,"41,550",1.5,110,Manual,Diesel,2
"11,995",Citroen,Grand,2016,MPV,"46,328",1.6,118,Manual,Diesel,4
"13,995",MINI,Hatch,2017,Hatchback,"15,000",1.5,114,Manual,Diesel,1
"11,995",BMW,2,2016,MPV,"70,585",1.5,116,Automatic,Diesel,2
"11,950",Nissan,X-Trail,2015,SUV,"78,000",1.6,130,Manual,Diesel,3
"22,649",Land,Rover,2017,SUV,"65,739",2,180,Automatic,Diesel,1
"16,950",Volkswagen,Golf,2017,Hatchback,"68,500",2,184,Manual,Diesel,2
"19,995",Volkswagen,Golf,2018,Hatchback,"43,000",2,184,Manual,Diesel,1
"8,749",Audi,A4,2015,Estate,"125,000",2,187,Manual,Diesel,1
"15,250",Mercedes-Benz,B-Class,2016,MPV,"38,124",1.5,109,Automatic,Diesel,2
"9,995",Ford,Grand,2016,MPV,"111,740",1.5,118,Automatic,Diesel,3
"13,584",Vauxhall,Insignia,2018,Hatchback,"32,223",1.6,110,Manual,Diesel,2
"11,000",Nissan,X-Trail,2017,SUV,"130,300",1.6,130,Manual,Diesel,1
"8,995",BMW,1,2013,Hatchback,"77,000",2,184,Automatic,Diesel,5
"12,994",Mercedes-Benz,C,2015,Saloon,"68,000",2.1,170,Automatic,Diesel,2
"13,545",Audi,A5,2015,Convertible,"80,000",2,187,Automatic,Diesel,1
"13,795",Volvo,XC60,2016,SUV,"120,000",2,190,Automatic,Diesel,2
"15,999",Mercedes-Benz,C,2015,Saloon,"54,000",2.1,170,Automatic,Diesel,1
"5,499",Volkswagen,Passat,2015,Saloon,"148,700",1.6,120,Manual,Diesel,5
"12,495",Citroen,Berlingo,2016,MPV,"37,500",1.6,100,Automatic,Diesel,3
"28,000",SKODA,Karoq,2020,SUV,"8,579",2,150,Manual,Diesel,1
"13,584",Vauxhall,Insignia,2018,Hatchback,"32,223",1.6,110,Manual,Diesel,2
"18,995",Mercedes-Benz,A,2018,Hatchback,"41,166",1.5,116,Automatic,Diesel,1
"6,395",Citroen,Grand,2015,MPV,"172,000",2,148,Manual,Diesel,2
"17,995",Volvo,XC60,2015,SUV,"42,000",2.4,220,Manual,Diesel,2
"14,607",KIA,Ceed,2018,Estate,"35,793",1.6,116,Manual,Diesel,1
"4,489",Vauxhall,Insignia,2015,Hatchback,"130,123",2,168,Manual,Diesel,2
"5,495",Peugeot,308,2015,Estate,"126,000",1.6,120,Manual,Diesel,2
"22,475",Mercedes-Benz,C,2019,Saloon,"56,196",2,194,Automatic,Diesel,8
"13,584",Vauxhall,Insignia,2018,Hatchback,"32,223",1.6,110,Manual,Diesel,2
"11,000",Vauxhall,Mokka,2016,SUV,"48,688",1.6,136,Manual,Diesel,2
"15,999",BMW,1,2017,Hatchback,"42,043",2,150,Manual,Diesel,1
"9,965",MINI,Hatch,2016,Hatchback,"43,500",1.5,116,Manual,Diesel,2
"5,695",Volkswagen,Polo,2015,Hatchback,"118,100",1.4,74,Manual,Diesel,1
"13,600",Vauxhall,Grandland,2018,SUV,"43,045",1.6,120,Manual,Diesel,1
"14,999",Mercedes-Benz,C,2015,Saloon,"47,787",2.1,170,Automatic,Diesel,1
"11,995",Mazda,CX-5,2012,SUV,"55,400",2.2,173,Automatic,Diesel,3
"10,416",Renault,Captur,2017,SUV,"50,326",1.5,90,Manual,Diesel,2
"12,495",Volkswagen,Passat,2016,Saloon,"100,000",2,150,Manual,Diesel,1
"10,990",Nissan,Qashqai,2018,SUV,"36,000",1.5,110,Manual,Diesel,3
"16,980",Audi,A5,2016,Coupe,"52,000",2,187,Manual,Diesel,2
"8,450",Volvo,S60,2014,Saloon,"98,000",2,181,Automatic,Diesel,1
"12,149",Audi,A4,2015,Saloon,"85,067",2,150,Automatic,Diesel,1
"15,795",Audi,A4,2016,Saloon,"53,000",2,190,Automatic,Diesel,2
"16,760",Jaguar,XF,2017,Saloon,"47,000",2,180,Automatic,Diesel,2
"11,749",BMW,1,2018,Hatchback,"73,001",1.5,116,Manual,Diesel,1
"8,690",Jaguar,XF,2016,Saloon,"54,000",2,180,Manual,Diesel,1
"10,995",Audi,A3,2015,Hatchback,"68,000",2,148,Manual,Diesel,1
"16,099",BMW,5,2016,Saloon,"49,092",2,218,Automatic,Diesel,1
"12,450",SEAT,Leon,2016,Hatchback,"43,000",2,181,Manual,Diesel,3
"11,295",KIA,Optima,2017,Estate,"67,010",1.7,141,Manual,Diesel,2
"8,395",Citroen,Grand,2014,MPV,"84,004",2,148,Manual,Diesel,3
"6,475",Peugeot,208,2015,Hatchback,"80,000",1.6,120,Manual,Diesel,2
"13,850",BMW,5,2013,Saloon,"71,000",2,184,Automatic,Diesel,5
"15,444",Jaguar,XE,2015,Saloon,"53,000",2,180,Automatic,Diesel,1
"10,000",Ford,Grand,2016,MPV,"74,105",1.5,120,Manual,Diesel,2
"12,995",Nissan,Qashqai,2017,SUV,"76,891",1.5,110,Manual,Diesel,2
"9,844",Renault,Clio,2017,Hatchback,"33,019",1.5,90,Manual,Diesel,1
"9,199",Honda,Cr-V,2015,SUV,"122,000",1.6,120,Manual,Diesel,3
"10,990",Renault,Captur,2017,SUV,"41,809",1.5,90,Manual,Diesel,2
"8,448",Ford,Focus,2015,Hatchback,"92,141",1.5,120,Automatic,Diesel,2
"15,500",Mercedes-Benz,E-Class,2015,Estate,"55,000",2.1,175,Automatic,Diesel,1
"7,999",Vauxhall,Astra,2017,Hatchback,"73,646",1.6,110,Manual,Diesel,2
"11,995",MINI,Hatch,2017,Hatchback,"36,000",1.5,114,Manual,Diesel,3
"10,440",MINI,Hatch,2017,Hatchback,"90,714",1.5,116,Manual,Diesel,1
"8,143",BMW,1,2015,Hatchback,"97,000",1.5,116,Manual,Diesel,2
"10,474",Peugeot,2008,2017,SUV,"74,804",1.6,99,Manual,Diesel,1
"22,475",Mercedes-Benz,C,2019,Saloon,"56,196",2,194,Automatic,Diesel,8
"9,844",Renault,Clio,2017,Hatchback,"33,019",1.5,90,Manual,Diesel,1
"10,474",Peugeot,2008,2017,SUV,"74,804",1.6,99,Manual,Diesel,1
"10,000",Ssangyong,Korando,2016,SUV,"42,400",2.2,176,Manual,Diesel,1
"12,990",Volvo,XC60,2015,SUV,"90,000",2,181,Manual,Diesel,1
"10,495",Ford,Kuga,2014,SUV,"72,725",2,148,Manual,Diesel,3
"7,899",Citroen,C4,2014,Hatchback,"52,131",1.6,100,Manual,Diesel,1
"23,995",BMW,4,2017,Coupe,"60,000",3,313,Automatic,Diesel,1
"14,995",Vauxhall,Insignia,2017,Estate,"38,180",2,170,Manual,Diesel,2
"7,495",BMW,3,2016,Saloon,"158,000",2,116,Manual,Diesel,4
"13,824",Ford,Mondeo,2017,Hatchback,"76,427",2,180,Manual,Diesel,1
"8,000",Jaguar,XE,2015,Saloon,"149,938",2,180,Manual,Diesel,1
"9,999",Nissan,Qashqai,2016,SUV,"72,450",1.5,108,Manual,Diesel,1
"15,450",BMW,5,2017,Saloon,"108,000",2,190,Automatic,Diesel,1
"9,995",Volkswagen,Passat,2015,Estate,"118,035",2,150,Automatic,Diesel,2
"10,390",Vauxhall,Insignia,2016,Estate,"57,000",2,168,Manual,Diesel,1
"13,200",Renault,Kadjar,2017,SUV,"36,196",1.5,110,Manual,Diesel,2
"9,995",Ford,Grand,2016,MPV,"111,740",1.5,118,Automatic,Diesel,3
"4,999",Vauxhall,Astra,2014,Hatchback,"97,500",1.6,110,Manual,Diesel,3
"13,995",Peugeot,308,2019,Hatchback,"39,545",1.5,131,Manual,Diesel,2
"9,000",Volkswagen,Polo,2014,Hatchback,"59,000",1.4,89,Manual,Diesel,4
"8,995",Ford,Mondeo,2016,Hatchback,"81,815",2,150,Manual,Diesel,1
"10,999",Mercedes-Benz,E,2015,Saloon,"123,000",2.1,175,Automatic,Diesel,2
"12,093",Vauxhall,Insignia,2016,Hatchback,"46,666",2,167,Manual,Diesel,3
"17,280",SKODA,Superb,2016,Estate,"73,000",2,190,Automatic,Diesel,1
"12,700",Ford,Kuga,2016,SUV,"50,926",2,148,Manual,Diesel,2
"15,840",Audi,A4,2018,Saloon,"60,108",2,150,Automatic,Diesel,2
"14,395",Mercedes-Benz,A,2017,Hatchback,"61,900",1.5,109,Automatic,Diesel,1
"12,900",Renault,Kadjar,2017,SUV,"41,550",1.5,110,Manual,Diesel,2
"9,950",SEAT,Leon,2016,Hatchback,"46,742",1.6,108,Manual,Diesel,2
"10,995",Volvo,V60,2016,Estate,"73,433",2,190,Manual,Diesel,2
"8,750",Nissan,Qashqai,2017,SUV,"44,652",1.5,108,Manual,Diesel,2
"15,995",Mercedes-Benz,C,2014,Saloon,"92,000",2.1,170,Automatic,Diesel,2
"5,999",Mazda3,ns,2014,Saloon,"111,759",2.2,148,Manual,Diesel,4
"16,495",Jaguar,XE,2016,Saloon,"49,000",2,163,Automatic,Diesel,2
"19,790",BMW,5,2016,Estate,"39,000",2,190,Automatic,Diesel,1
"10,500",Mitsubishi,ASX,2016,SUV,"46,789",1.6,112,Manual,Diesel,2
"9,995",Peugeot,3008,2015,SUV,"15,000",1.6,120,Manual,Diesel,3
"10,416",Renault,Captur,2017,SUV,"50,326",1.5,90,Manual,Diesel,2
"14,866",Renault,Megane,2018,Estate,"24,606",1.5,115,Manual,Diesel,2
