Price,Make,Model,Reg-Year,Configuration,Mileage(Miles),EngSize(Litres),Power(BHP),Control,Fuel-Type,Owners
"14,699",Hyundai,Tucson,2015,SUV,"69,285",2,136,Manual,Diesel,2
"3,490",Hyundai,i10,2011,Hatchback,"86,100",1.2,84,Manual,Petrol,2
"12,599",Hyundai,I10,2020,Hatchback,"2,000",1,67,Manual,Petrol,1
"17,950",Hyundai,Tucson,2016,SUV,"61,250",2,185,Automatic,Diesel,3
"14,290",Hyundai,Tucson,2015,SUV,"62,421",2,136,Manual,Diesel,3
"7,630",Hyundai,I40,2015,Saloon,"87,883",1.7,141,Manual,Diesel,1
"4,995",Hyundai,i10,2016,Hatchback,"25,430",1,65,Manual,Petrol,3
"5,795",Hyundai,I10,2014,Hatchback,"45,450",1.2,86,Manual,Petrol,1
"11,982",Hyundai,Tucson,2016,SUV,"48,035",1.7,116,Manual,Diesel,1
"13,750",Hyundai,Tucson,2018,SUV,"60,752",1.7,116,Manual,Diesel,1
"10,850",Hyundai,Tucson,2015,SUV,"64,292",1.7,116,Manual,Diesel,4
"15,490",Hyundai,Tucson,2018,SUV,"22,325",1.6,132,Manual,Petrol,1
"13,980",Hyundai,Tucson,2017,SUV,"10,570",1.6,132,Manual,Petrol,2
"15,200",Hyundai,Tucson,2017,SUV,"31,600",1.7,116,Manual,Diesel,2
"2,240",Hyundai,i10,2010,Hatchback,"75,000",1.1,65,Manual,Petrol,1
"5,295",Hyundai,i10,2014,Hatchback,"73,000",1,66,Manual,Petrol,4
"21,000",Hyundai,Kona,2021,SUV,"9,914",1,120,Manual,Petrol Hybrid,1
"13,999",Hyundai,I40,2017,Estate,"41,377",1.7,141,Automatic,Diesel,1
"7,495",Hyundai,Veloster,2013,Hatchback,"56,369",1.6,137,Manual,Petrol,1
"7,995",Hyundai,I30,2015,Hatchback,"71,000",1.6,108,Manual,Diesel,1
"11,982",Hyundai,Tucson,2016,SUV,"48,035",1.7,116,Manual,Diesel,1
"10,850",Hyundai,Tucson,2015,SUV,"64,292",1.7,116,Manual,Diesel,4
"11,390",Hyundai,Tucson,2015,SUV,"46,000",1.7,114,Manual,Diesel,1
"19,299",Hyundai,i30,2022,Hatchback,12,1,120,Manual,Petrol Hybrid,1
"7,995",Hyundai,Veloster,2013,Hatchback,"100,000",1.6,184,Manual,Petrol,1
"16,861",Hyundai,Kona,2020,SUV,"13,715",1,120,Manual,Petrol,1
"14,700",Hyundai,Tucson,2018,SUV,"17,674",1.6,132,Manual,Petrol,1
"3,495",Hyundai,i10,2012,Hatchback,"63,043",1.2,84,Manual,Petrol,2
"14,999",Hyundai,Tucson,2017,SUV,"36,437",1.7,116,Manual,Diesel,1
"18,195",Hyundai,Santa,2016,SUV,"58,663",2.2,200,Automatic,Diesel,1
"9,485",Hyundai,i10,2018,Hatchback,"9,643",1,67,Manual,Petrol,1
"2,300",Hyundai,Coupe,2007,Coupe,"95,000",1.6,103,Manual,Petrol,5
"11,390",Hyundai,Tucson,2015,SUV,"46,000",1.7,114,Manual,Diesel,1
"9,700",Hyundai,I20,2017,Hatchback,"39,000",1.2,83,Manual,Petrol,1
"15,000",Hyundai,Tucson,2018,SUV,"16,855",1.6,132,Manual,Petrol,1
"16,390",Hyundai,Tucson,2017,SUV,"37,758",1.7,116,Manual,Diesel,1
"16,150",Hyundai,Tucson,2017,SUV,"14,308",1.6,132,Manual,Petrol,2
"10,000",Hyundai,i20,2017,Hatchback,"31,000",1,100,Manual,Petrol,2
"18,350",Hyundai,Tucson,2018,SUV,"15,878",1.6,177,Manual,Petrol,3
"3,495",Hyundai,i20,2010,Hatchback,"76,000",1.4,98,Manual,Petrol,1
"13,799",Hyundai,Tucson,2015,SUV,"49,000",2,185,Manual,Diesel,1
"19,995",Hyundai,Tucson,2017,SUV,"41,500",1.7,139,Automatic,Diesel,2
"6,999",Hyundai,i40,2015,Estate,"92,000",1.7,141,Manual,Diesel,5
"16,999",Hyundai,Tucson,2019,SUV,"29,000",1.6,132,Manual,Petrol,1
"16,499",Hyundai,Tucson,2019,SUV,"24,000",1.6,132,Manual,Petrol,1
"11,299",Hyundai,i20,2018,Hatchback,"27,987",1.2,84,Manual,Petrol,2
"17,499",Hyundai,Tucson,2018,SUV,"13,544",1.6,132,Manual,Petrol,3
"5,490",Hyundai,i10,2014,Hatchback,"74,351",1.2,86,Manual,Petrol,1
"13,699",Hyundai,Tucson,2016,SUV,"38,410",1.7,116,Manual,Diesel,1
"11,499",Hyundai,ix35,2014,SUV,"13,887",1.6,133,Manual,Petrol,1
"2,490",Hyundai,i10,2008,Hatchback,"71,000",1.2,76,Manual,Petrol,4
"17,491",Hyundai,Tucson,2019,SUV,"11,725",1.6,132,Manual,Petrol,2
"6,999",Hyundai,i40,2015,Estate,"92,000",1.7,141,Manual,Diesel,5
"10,850",Hyundai,Tucson,2015,SUV,"64,292",1.7,116,Manual,Diesel,4
"11,390",Hyundai,Tucson,2015,SUV,"46,000",1.7,114,Manual,Diesel,1
"14,298",Hyundai,I20,2020,Hatchback,"16,479",1.2,84,Manual,Petrol,1
"8,499",Hyundai,I10,2018,Hatchback,"21,252",1,67,Manual,Petrol,1
"9,993",Hyundai,I10,2017,Hatchback,"25,326",1.2,87,Manual,Petrol,1
"4,650",Hyundai,i10,2014,Hatchback,"72,257",1,66,Manual,Petrol,2
"16,520",Hyundai,Tucson,2017,SUV,"26,194",1.7,141,Automatic,Diesel,2
"16,494",Hyundai,Tucson,2019,SUV,"19,244",1.6,132,Manual,Petrol,3
"16,469",Hyundai,Tucson,2017,SUV,"41,308",1.7,116,Manual,Diesel,1
"5,350",Hyundai,i10,2015,Hatchback,"82,647",1.2,86,Manual,Petrol,1
"3,898",Hyundai,i30,2009,Hatchback,"65,327",1.4,107,Manual,Petrol,1
"15,995",Hyundai,Tucson,2016,SUV,"40,938",2,136,Automatic,Diesel,3
"27,469",Hyundai,Tucson,2021,SUV,"9,862",1.6,150,Manual,Petrol,1
"29,000",Hyundai,Tucson,2021,SUV,"9,500",1.6,150,Manual,Petrol,1
"10,850",Hyundai,Tucson,2015,SUV,"64,292",1.7,116,Manual,Diesel,4
"10,250",Hyundai,i20,2016,Hatchback,"37,000",1.4,100,Automatic,Petrol,2
"17,299",Hyundai,Tucson,2018,SUV,"12,447",1.6,132,Manual,Petrol,1
"10,995",Hyundai,i20,2018,Hatchback,"26,729",1.2,84,Manual,Petrol,2
"8,495",Hyundai,I20,2015,Coupe,"33,779",1.2,84,Manual,Petrol,2
"5,999",Hyundai,i20,2013,Hatchback,"49,500",1.2,84,Manual,Petrol,2
"3,295",Hyundai,i10,2009,Hatchback,"45,000",1.2,76,Manual,Petrol,3
"13,500",Hyundai,Tucson,2016,SUV,"66,393",1.7,116,Manual,Diesel,2
"14,999",Hyundai,Tucson,2017,SUV,"38,194",1.7,116,Manual,Diesel,3
"1,995",Hyundai,Amica,2006,Hatchback,"57,495",1.1,62,Manual,Petrol,2
"26,990",Hyundai,Tucson,2021,SUV,"4,720",1.6,150,Manual,Petrol,1
"11,982",Hyundai,Tucson,2016,SUV,"48,035",1.7,116,Manual,Diesel,1
"11,390",Hyundai,Tucson,2015,SUV,"46,000",1.7,114,Manual,Diesel,1
"14,699",Hyundai,i20,2019,Hatchback,"2,000",1.2,84,Manual,Petrol,1
"12,179",Hyundai,i30,2018,Hatchback,"26,600",1,120,Manual,Petrol,2
"12,980",Hyundai,Tucson,2016,SUV,"50,000",1.7,116,Manual,Diesel,1
"6,000",Hyundai,i20,2014,Hatchback,"57,000",1.2,84,Manual,Petrol,1
"1,995",Hyundai,I20,2009,Hatchback,"127,000",1.2,76,Manual,Petrol,1
"2,995",Hyundai,i10,2012,Hatchback,"63,000",1.2,84,Manual,Petrol,1
"6,295",Hyundai,i20,2012,Hatchback,"32,500",1.2,84,Manual,Petrol,4
"17,495",Hyundai,i20,2020,Hatchback,"1,684",1,120,Manual,Petrol,1
"20,975",Hyundai,Santa,2017,SUV,"46,107",2.2,200,Automatic,Diesel,2
"15,200",Hyundai,Tucson,2018,SUV,"36,623",1.6,132,Manual,Petrol,1
"11,982",Hyundai,Tucson,2016,SUV,"48,035",1.7,116,Manual,Diesel,1
"14,699",Hyundai,i20,2019,Hatchback,"2,000",1.2,84,Manual,Petrol,1
"8,385",Hyundai,i10,2019,Hatchback,"33,403",1,67,Manual,Petrol,1
"14,500",Hyundai,Tucson,2016,SUV,"30,686",1.7,116,Manual,Diesel,1
"6,490",Hyundai,i20,2013,Hatchback,"19,000",1.2,84,Manual,Petrol,1
"12,775",Hyundai,Tucson,2015,SUV,"44,100",1.7,116,Manual,Diesel,1
"16,590",Hyundai,Tucson,2016,SUV,"20,789",1.7,141,Automatic,Diesel,2
"15,599",Hyundai,Tucson,2017,SUV,"52,440",1.7,116,Manual,Diesel,2
"21,995",Hyundai,Tucson,2019,SUV,"10,165",1.6,177,Automatic,Petrol,1
"14,999",Hyundai,Kona,2018,SUV,"5,552",1,120,Manual,Petrol,1
"3,290",Hyundai,i10,2011,Hatchback,"66,904",1.2,84,Manual,Petrol,2
"16,999",Hyundai,Tucson,2019,SUV,"29,000",1.6,132,Manual,Petrol,1
"5,950",Hyundai,I20,2014,Hatchback,"38,723",1.2,84,Manual,Petrol,1
"9,500",Hyundai,i40,2016,Saloon,"76,000",1.7,141,Automatic,Diesel,2
"8,375",Hyundai,I40,2017,Estate,"105,588",1.7,139,Manual,Diesel,1
"23,495",Hyundai,Tucson,2019,SUV,"27,500",1.6,177,Automatic,Petrol,1
"4,894",Hyundai,i30,2009,Hatchback,"65,930",1.6,119,Manual,Petrol,2
"4,895",Hyundai,i20,2015,Hatchback,"75,988",1.2,84,Manual,Petrol,2
"2,000",Hyundai,i10,2009,Hatchback,"80,937",1.2,76,Manual,Petrol,2
"6,975",Hyundai,I20,2014,Hatchback,"41,000",1.2,84,Manual,Petrol,1
"8,995",Hyundai,i10,2018,Hatchback,"29,300",1.2,87,Manual,Petrol,1
"9,590",Hyundai,i10,2017,Hatchback,"17,642",1.2,86,Manual,Petrol,2
"2,300",Hyundai,Coupe,2007,Coupe,"95,000",1.6,103,Manual,Petrol,5
"9,700",Hyundai,I20,2017,Hatchback,"39,000",1.2,83,Manual,Petrol,1
"14,499",Hyundai,Tucson,2017,SUV,"19,593",1.6,132,Manual,Petrol,2
"3,694",Hyundai,I20,2010,Hatchback,"82,286",1.2,76,Manual,Petrol,4
"9,990",Hyundai,I30,2017,Hatchback,"56,000",1,118,Manual,Petrol,1
"16,390",Hyundai,Tucson,2018,SUV,"26,711",1.6,132,Manual,Petrol,1
"8,499",Hyundai,i10,2019,Hatchback,"30,867",1,67,Manual,Petrol,1
"21,999",Hyundai,Tucson,2019,SUV,"9,233",1.6,177,Manual,Petrol,1
"13,199",Hyundai,Tucson,2016,SUV,"67,100",1.7,114,Manual,Diesel,1
"23,399",Hyundai,I20,2021,Hatchback,350,1,100,Automatic,Petrol Hybrid,1
"20,975",Hyundai,Kona,2019,SUV,"26,457",1.6,141,Automatic,Petrol Hybrid,1
"25,499",Hyundai,Tucson,2021,SUV,"6,480",1.6,150,Manual,Petrol,1
"2,406",Hyundai,i20,2010,Hatchback,"100,664",1.2,76,Manual,Petrol,3
"14,499",Hyundai,Tucson,2017,SUV,"19,593",1.6,132,Manual,Petrol,2
"9,699",Hyundai,i20,2016,Hatchback,"28,272",1.2,84,Manual,Petrol,2
"12,555",Hyundai,I40,2016,Saloon,"21,642",1.7,141,Manual,Diesel,1
"1,999",Hyundai,Getz,2005,Hatchback,"85,220",1.4,95,Manual,Petrol,2
"23,995",Hyundai,Tucson,2019,SUV,"13,900",1.6,177,Automatic,Petrol,2
"5,995",Hyundai,I10,2015,Hatchback,"59,587",1.2,86,Manual,Petrol,1
"17,790",Hyundai,i20,2020,Hatchback,"2,521",1,99,Automatic,Petrol,1
"6,795",Hyundai,i20,2013,Hatchback,"8,000",1.2,84,Manual,Petrol,1
"16,650",Hyundai,i30,2019,Hatchback,"30,000",2,275,Manual,Petrol,1
"3,295",Hyundai,i10,2013,Hatchback,"75,100",1.2,84,Manual,Petrol,2
"13,750",Hyundai,Tucson,2018,SUV,"60,752",1.7,116,Manual,Diesel,1
"11,390",Hyundai,Tucson,2015,SUV,"46,000",1.7,114,Manual,Diesel,1
"17,500",Hyundai,Tucson,2019,SUV,"10,877",1.6,132,Manual,Petrol,1
"8,950",Hyundai,i10,2017,Hatchback,"8,033",1,66,Manual,Petrol,1
"23,588",Hyundai,Tucson,2019,SUV,"12,495",1.6,177,Automatic,Petrol,1
"2,990",Hyundai,i10,2012,Hatchback,"66,000",1.2,84,Manual,Petrol,3
"12,682",Hyundai,Kona,2018,SUV,"29,913",1,120,Manual,Petrol,1
"11,700",Hyundai,I30,2017,Hatchback,"35,411",1,120,Manual,Petrol,3
"18,799",Hyundai,Tucson,2017,SUV,"17,669",2,136,Manual,Diesel,1
"26,800",Hyundai,Tucson,2021,SUV,"3,439",1.6,148,Manual,Petrol,1
"2,406",Hyundai,i20,2010,Hatchback,"100,664",1.2,76,Manual,Petrol,3
"11,390",Hyundai,Tucson,2015,SUV,"46,000",1.7,114,Manual,Diesel,1
"29,000",Hyundai,Tucson,2021,SUV,"9,500",1.6,150,Manual,Petrol,1
"12,980",Hyundai,ix20,2017,Hatchback,"10,000",1.6,125,Automatic,Petrol,1
"2,340",Hyundai,Amica,2008,Hatchback,"41,655",1.1,62,Manual,Petrol,1
"16,862",Hyundai,I40,2018,Estate,"35,788",1.7,141,Automatic,Diesel,1
"3,995",Hyundai,i10,2012,Hatchback,"88,200",1.2,84,Manual,Petrol,2
"7,990",Hyundai,i10,2013,Hatchback,"14,620",1.2,84,Automatic,Petrol,3
"9,250",Hyundai,i20,2017,Hatchback,"26,492",1.2,75,Manual,Petrol,3
"14,068",Hyundai,i30,2018,Hatchback,"22,500",1.6,110,Automatic,Diesel,3
"16,500",Hyundai,Tucson,2017,SUV,"45,240",2,136,Automatic,Diesel,2
"2,300",Hyundai,Coupe,2007,Coupe,"95,000",1.6,103,Manual,Petrol,5
"10,850",Hyundai,Tucson,2015,SUV,"64,292",1.7,116,Manual,Diesel,4
"9,700",Hyundai,I20,2017,Hatchback,"39,000",1.2,83,Manual,Petrol,1
"12,999",Hyundai,Tucson,2017,SUV,"59,111",1.6,132,Manual,Petrol,2
"3,000",Hyundai,Tucson,2007,SUV,"56,100",2,139,Manual,Petrol,2
"8,990",Hyundai,i10,2017,Hatchback,"9,991",1,66,Manual,Petrol,2
"3,799",Hyundai,I10,2013,Hatchback,"87,584",1.2,84,Manual,Petrol,1
"9,300",Hyundai,i30,2016,Hatchback,"31,000",1.4,99,Manual,Petrol,3
"10,200",Hyundai,i20,2019,Hatchback,"80,065",1.2,84,Manual,Petrol,1
"9,199",Hyundai,I10,2017,Hatchback,"37,000",1.2,87,Manual,Petrol,1
"6,480",Hyundai,i20,2014,Hatchback,"28,342",1.2,84,Manual,Petrol,3
"16,499",Hyundai,Ioniq,2017,Hatchback,"30,000",1.6,141,Automatic,Petrol Hybrid,2
"11,982",Hyundai,Tucson,2016,SUV,"48,035",1.7,116,Manual,Diesel,1
"13,750",Hyundai,Tucson,2018,SUV,"60,752",1.7,116,Manual,Diesel,1
"16,999",Hyundai,Tucson,2019,SUV,"29,000",1.6,132,Manual,Petrol,1
"14,990",Hyundai,Tucson,2016,SUV,"23,709",1.6,132,Manual,Petrol,2
"9,899",Hyundai,i10,2019,Hatchback,"9,571",1,67,Manual,Petrol,1
"10,900",Hyundai,Tucson,2015,SUV,"101,000",2,136,Manual,Diesel,2
"15,190",Hyundai,Tucson,2017,SUV,"30,950",1.7,116,Manual,Diesel,3
"16,000",Hyundai,Kona,2019,SUV,"16,643",1,120,Manual,Petrol,1
"16,000",Hyundai,Santa,2016,SUV,"83,317",2.2,197,Automatic,Diesel,1
"4,999",Hyundai,i20,2013,Hatchback,"51,000",1.2,84,Manual,Petrol,3
"2,495",Hyundai,i30,2009,Hatchback,"108,000",1.4,107,Manual,Petrol,2
"16,999",Hyundai,Tucson,2019,SUV,"29,000",1.6,132,Manual,Petrol,1
"11,390",Hyundai,Tucson,2015,SUV,"46,000",1.7,114,Manual,Diesel,1
"7,495",Hyundai,i10,2016,Hatchback,"11,867",1,66,Manual,Petrol,1
"16,795",Hyundai,Kona,2020,SUV,"20,556",1,120,Manual,Petrol,1
"8,089",Hyundai,I20,2015,Hatchback,"44,000",1.2,84,Manual,Petrol,1
"16,822",Hyundai,Ioniq,2018,Hatchback,"16,007",1.6,141,Automatic,Petrol Hybrid,1
"25,995",Hyundai,Ioniq,2021,Hatchback,338,1.6,141,Automatic,Petrol Hybrid,1
"6,995",Hyundai,ix20,2014,Hatchback,"42,584",1.4,89,Manual,Petrol,4
"11,484",Hyundai,i20,2017,Hatchback,"9,849",1,100,Manual,Petrol,2
"8,990",Hyundai,i30,2015,Hatchback,"78,500",1.6,183,Manual,Petrol,3
"9,700",Hyundai,I20,2017,Hatchback,"39,000",1.2,83,Manual,Petrol,1
"14,499",Hyundai,Tucson,2017,SUV,"19,593",1.6,132,Manual,Petrol,2
"15,995",Hyundai,Ioniq,2017,Hatchback,"35,864",1.6,141,Automatic,Petrol Hybrid,1
"5,795",Hyundai,ix35,2015,SUV,"125,500",1.6,133,Manual,Petrol,3
"3,490",Hyundai,Getz,2007,Hatchback,"28,656",1.4,95,Automatic,Petrol,3
"7,995",Hyundai,i30,2015,Hatchback,"88,900",1.6,134,Manual,Diesel,3
"11,595",Hyundai,i40,2017,Estate,"66,993",1.7,141,Automatic,Diesel,2
"14,969",Hyundai,i20,2019,Hatchback,"3,654",1.2,84,Manual,Petrol,1
"9,125",Hyundai,ix35,2012,SUV,"35,098",1.6,133,Manual,Petrol,3
"8,950",Hyundai,i20,2017,Hatchback,"52,121",1,100,Manual,Petrol,3
"2,495",Hyundai,i30,2009,Hatchback,"108,000",1.4,107,Manual,Petrol,2
"9,700",Hyundai,I20,2017,Hatchback,"39,000",1.2,83,Manual,Petrol,1
"16,499",Hyundai,Tucson,2019,SUV,"24,000",1.6,132,Manual,Petrol,1
"18,890",Hyundai,Tucson,2017,SUV,"42,000",1.7,141,Automatic,Diesel,3
"21,247",Hyundai,Santa,2018,SUV,"31,728",2.2,200,Manual,Diesel,1
"3,200",Hyundai,i30,2009,Hatchback,"76,000",1.4,107,Manual,Petrol,3
"9,200",Hyundai,i10,2017,Hatchback,"16,000",1,66,Manual,Petrol,2
"6,450",Hyundai,ix35,2011,SUV,"89,900",1.6,133,Manual,Petrol,3
"16,999",Hyundai,Tucson,2018,SUV,"3,747",1.7,116,Manual,Diesel,1
"6,999",Hyundai,i40,2015,Estate,"92,000",1.7,141,Manual,Diesel,5
"16,499",Hyundai,Tucson,2019,SUV,"24,000",1.6,132,Manual,Petrol,1
"11,390",Hyundai,Tucson,2015,SUV,"46,000",1.7,114,Manual,Diesel,1
"6,990",Hyundai,i20,2016,Hatchback,"64,000",1.2,75,Manual,Petrol,2
"4,235",Hyundai,i10,2011,Hatchback,"29,327",1.2,76,Manual,Petrol,2
"13,995",Hyundai,Tucson,2017,SUV,"33,850",1.7,116,Manual,Diesel,1
"2,480",Hyundai,Getz,2008,Hatchback,"74,200",1.4,95,Manual,Petrol,3
"16,700",Hyundai,Tucson,2018,SUV,"40,892",1.7,141,Automatic,Diesel,1
"5,995",Hyundai,i10,2014,Hatchback,"37,741",1.2,84,Manual,Petrol,1
"5,995",Hyundai,i10,2014,Hatchback,"43,560",1.2,86,Manual,Petrol,3
"17,681",Hyundai,Tucson,2016,SUV,"44,230",1.6,177,Manual,Petrol,2
"6,999",Hyundai,i40,2015,Estate,"92,000",1.7,141,Manual,Diesel,5
"29,000",Hyundai,Tucson,2021,SUV,"9,500",1.6,150,Manual,Petrol,1
"29,000",Hyundai,Tucson,2021,SUV,"9,500",1.6,150,Manual,Petrol,1
"16,499",Hyundai,Tucson,2018,SUV,"11,984",1.6,132,Manual,Petrol,1
"20,995",Hyundai,Tucson,2019,SUV,"12,000",1.6,132,Manual,Petrol,1
"10,200",Hyundai,I20,2018,Hatchback,"34,000",1,100,Manual,Petrol,1
"2,394",Hyundai,Matrix,2005,Hatchback,"69,530",1.8,121,Automatic,Petrol,3
"5,990",Hyundai,i10,2013,Hatchback,"15,300",1.2,84,Manual,Petrol,1
"15,399",Hyundai,Tucson,2017,SUV,"17,269",1.6,132,Manual,Petrol,2
"28,099",Hyundai,Tucson,2020,SUV,610,1.6,136,Automatic,Diesel Hybrid,1
"6,000",Hyundai,i30,2015,Hatchback,"80,664",1.6,108,Manual,Diesel,4
"2,300",Hyundai,Coupe,2007,Coupe,"95,000",1.6,103,Manual,Petrol,5
"14,699",Hyundai,i20,2019,Hatchback,"2,000",1.2,84,Manual,Petrol,1
"14,499",Hyundai,Tucson,2017,SUV,"19,593",1.6,132,Manual,Petrol,2
"12,990",Hyundai,Tucson,2019,SUV,"77,300",1.6,132,Manual,Petrol,1
"3,500",Hyundai,i10,2009,Hatchback,"33,700",1.1,65,Manual,Petrol,2
"7,000",Hyundai,i20,2014,Hatchback,"55,000",1.2,84,Manual,Petrol,1
"12,250",Hyundai,Tucson,2016,SUV,"58,713",1.7,116,Manual,Diesel,2
"15,990",Hyundai,Kona,2019,SUV,"27,033",1,120,Manual,Petrol,1
"6,999",Hyundai,i40,2015,Estate,"92,000",1.7,141,Manual,Diesel,5
"14,499",Hyundai,Tucson,2017,SUV,"19,593",1.6,132,Manual,Petrol,2
"14,699",Hyundai,i20,2019,Hatchback,"2,000",1.2,84,Manual,Petrol,1
"15,990",Hyundai,Kona,2019,SUV,"27,033",1,120,Manual,Petrol,1
"8,695",Hyundai,i10,2017,Hatchback,"27,720",1,66,Manual,Petrol,2
"14,499",Hyundai,Tucson,2018,SUV,"17,562",1.6,132,Manual,Petrol,1
"7,095",Hyundai,i10,2017,Hatchback,"48,416",1,66,Manual,Petrol,1
"18,499",Hyundai,Tucson,2018,SUV,"19,193",1.6,177,Manual,Petrol,2
"13,490",Hyundai,Tucson,2017,SUV,"82,611",1.7,116,Manual,Diesel,2
"5,495",Hyundai,i10,2015,Hatchback,"67,000",1.2,86,Manual,Petrol,1
"10,799",Hyundai,i20,2018,Hatchback,"11,336",1.2,75,Manual,Petrol,2
"2,695",Hyundai,i10,2011,Hatchback,"40,000",1.2,84,Manual,Petrol,2
"2,300",Hyundai,Coupe,2007,Coupe,"95,000",1.6,103,Manual,Petrol,5
"14,699",Hyundai,i20,2019,Hatchback,"2,000",1.2,84,Manual,Petrol,1
"15,590",Jaguar,XE,2017,Saloon,"26,068",2,163,Manual,Diesel,1
"2,195",Jaguar,X-Type,2007,Saloon,"101,233",3,231,Automatic,Petrol,5
"10,049",Jaguar,XF,2016,Saloon,"104,223",2,163,Manual,Diesel,3
"6,500",Jaguar,XK,2006,Coupe,"135,000",4.2,300,Automatic,Petrol,3
"3,995",Jaguar,X-Type,2005,Estate,"74,000",2.5,194,Automatic,Petrol,2
"2,500",Jaguar,X-Type,2004,Saloon,"110,000",3,231,Automatic,Petrol,3
"2,700",Jaguar,X-Type,2007,Saloon,"95,000",2.5,194,Manual,Petrol,3
"17,105",Jaguar,XE,2017,Saloon,"40,000",2,180,Manual,Diesel,1
"12,980",Jaguar,XE,2015,Saloon,"47,981",2,163,Manual,Diesel,1
"8,690",Jaguar,XF,2016,Saloon,"54,000",2,180,Manual,Diesel,1
"13,695",Jaguar,XE,2016,Saloon,"49,000",2,180,Manual,Diesel,2
"45,995",Jaguar,F-Type,2017,Coupe,"17,800",5,550,Automatic,Petrol,1
"17,290",Jaguar,XF,2015,Saloon,"34,338",2,177,Automatic,Diesel,1
"26,400",Jaguar,E-Pace,2018,SUV,"14,988",2,150,Manual,Diesel,1
"12,495",Jaguar,XJ,2012,Saloon,"99,102",5,385,Automatic,Petrol,3
"8,000",Jaguar,XE,2015,Saloon,"149,938",2,180,Manual,Diesel,1
"45,995",Jaguar,F-Type,2017,Coupe,"17,800",5,550,Automatic,Petrol,1
"13,495",Jaguar,XF,2016,Saloon,"85,000",2,180,Automatic,Diesel,2
"22,990",Jaguar,F-Pace,2018,SUV,"78,466",2,180,Automatic,Diesel,1
"3,995",Jaguar,X-Type,2006,Saloon,"68,000",2.5,194,Automatic,Petrol,3
"19,990",Jaguar,XE,2017,Saloon,"42,972",2,200,Automatic,Petrol,2
"6,995",Jaguar,XF,2008,Saloon,"75,000",3,235,Automatic,Petrol,2
"45,995",Jaguar,F-Type,2017,Coupe,"17,800",5,550,Automatic,Petrol,1
"26,400",Jaguar,E-Pace,2018,SUV,"14,988",2,150,Manual,Diesel,1
"18,450",Jaguar,XF,2016,Saloon,"35,000",2,180,Automatic,Diesel,1
"13,990",Jaguar,XE,2015,Saloon,"61,000",2,163,Automatic,Diesel,3
"17,000",Jaguar,XE,2016,Saloon,"54,474",2,180,Automatic,Diesel,3
"11,949",Jaguar,XF,2016,Saloon,"121,288",2,180,Automatic,Diesel,1
"2,495",Jaguar,X-Type,2004,Saloon,"63,000",2.5,194,Manual,Petrol,2
"16,990",Jaguar,XE,2015,Saloon,"37,000",2,200,Automatic,Petrol,1
"25,990",Jaguar,E-Pace,2018,SUV,"28,999",2,150,Automatic,Diesel,1
"16,495",Jaguar,XE,2016,Saloon,"56,488",2,180,Automatic,Diesel,1
"16,990",Jaguar,XF,2019,Saloon,"27,000",2,250,Automatic,Petrol,2
"3,990",Jaguar,XF,2010,Saloon,"101,000",3,235,Automatic,Petrol,5
"21,499",Jaguar,XF,2018,Saloon,"30,705",2,180,Automatic,Diesel,2
"24,790",Jaguar,XF,2018,Estate,"24,884",2,250,Automatic,Petrol,3
"15,590",Jaguar,XE,2017,Saloon,"26,068",2,163,Manual,Diesel,1
"12,698",Jaguar,XF,2016,Saloon,"88,536",2,177,Manual,Diesel,2
"1,495",Jaguar,X-Type,2004,Saloon,"96,000",2.5,194,Automatic,Petrol,2
"19,990",Jaguar,XE,2017,Saloon,"50,554",2,240,Automatic,Diesel,2
"24,750",Jaguar,E-Pace,2020,SUV,"40,000",2,150,Manual,Diesel,1
"17,750",Jaguar,XE,2018,Saloon,"71,600",2,250,Automatic,Petrol,1
"4,995",Jaguar,XF,2010,Saloon,"89,121",3,235,Automatic,Petrol,1
"16,750",Jaguar,XF,2016,Saloon,"58,300",2,180,Automatic,Diesel,2
"17,290",Jaguar,XF,2015,Saloon,"34,338",2,177,Automatic,Diesel,1
"13,750",Jaguar,XE,2016,Saloon,"38,136",2,163,Manual,Diesel,2
"16,645",Jaguar,XE,2016,Saloon,"63,088",2,180,Automatic,Diesel,3
"19,490",Jaguar,XE,2016,Saloon,"74,693",3,340,Automatic,Petrol,1
"13,999",Jaguar,XF,2017,Saloon,"63,172",2,163,Manual,Diesel,3
"22,995",Jaguar,XE,2017,Saloon,"32,500",2,250,Automatic,Petrol,2
"2,400",Jaguar,X-Type,2005,Saloon,"129,427",2.5,194,Automatic,Petrol,4
"9,850",Jaguar,XF,2015,Saloon,"111,000",2,180,Manual,Diesel,2
"25,490",Jaguar,F-Type,2013,Convertible,"61,000",3,340,Automatic,Petrol,1
"13,995",Jaguar,XF,2016,Saloon,"73,000",2,180,Automatic,Diesel,2
"21,499",Jaguar,XF,2018,Saloon,"30,705",2,180,Automatic,Diesel,2
"13,750",Jaguar,XE,2016,Saloon,"38,136",2,163,Manual,Diesel,2
"24,790",Jaguar,XF,2018,Estate,"24,884",2,250,Automatic,Petrol,3
"14,899",Jaguar,XE,2015,Saloon,"49,222",2,180,Manual,Diesel,2
"20,995",Jaguar,XF,2017,Saloon,"13,849",2,180,Automatic,Diesel,1
"21,460",Jaguar,XF,2016,Saloon,"53,914",3,300,Automatic,Diesel,1
