Price,Make,Model,Reg-Year,Configuration,Mileage(Miles),EngSize(Litres),Power(BHP),Control,Fuel-Type,Owners
"2,490",Vauxhall,Astra,2012,Hatchback,"110,060",1.4,100,Manual,Petrol,2
"1,895",SKODA,Fabia,2006,Hatchback,"60,605",1.2,54,Manual,Petrol,2
"2,275",Vauxhall,Corsa,2007,Hatchback,"87,000",1.4,89,Manual,Petrol,ns
"7,995",MINI,Hatch,2016,Hatchback,"85,000",1.5,114,Manual,Diesel,2
"1,495",Peugeot,207,2006,Hatchback,"89,349",1.4,90,Manual,Petrol,5
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"16,788",Nissan,Qashqai,2018,SUV,"20,948",1.5,110,Manual,Diesel,ns
"4,495",Peugeot,308,2011,Hatchback,"35,159",1.6,120,Manual,Petrol,1
"2,690",Alfa,Romeo,2011,Hatchback,"92,028",1.4,96,Manual,Petrol,4
"2,395",Vauxhall,Astra,2010,Hatchback,"81,245",1.4,89,Manual,Petrol,4
895,SKODA,Roomster,2007,MPV,"153,000",1.6,105,Manual,Petrol,3
"4,485",Toyota,Yaris,2012,Hatchback,"92,465",1.33,99,Manual,Petrol,1
"3,995",Toyota,RAV4,2005,SUV,"97,000",2,147,Automatic,Petrol,4
"1,599",Ford,Fiesta,2003,Hatchback,"57,000",1.4,79,Manual,Petrol,5
"1,699",Hyundai,i10,2009,Hatchback,"78,000",1.2,76,Manual,Petrol,3
"5,250",Ford,Fiesta,2014,Hatchback,"59,274",1.25,81,Manual,Petrol,ns
"1,190",Subaru,Outback,2005,Estate,"142,064",2.5,162,Automatic,Petrol,4
"2,995",Ford,Focus,2008,Hatchback,"77,000",1.6,99,Manual,Petrol,4
"16,788",Nissan,Qashqai,2018,SUV,"20,948",1.5,110,Manual,Diesel,ns
"15,368",Ford,Fiesta,2019,Hatchback,"5,145",1,140,Manual,Petrol,ns
995,Toyota,Yaris,2004,Hatchback,"133,000",1,67,Manual,Petrol,3
"1,695",SKODA,Fabia,2007,Hatchback,"96,291",1.2,64,Manual,Petrol,10
"1,999",Peugeot,308,2008,Hatchback,"91,000",1.6,120,Manual,Petrol,6
"1,490",Hyundai,Santa,2006,SUV,"90,200",2.4,143,Manual,Petrol,1
"5,995",SEAT,Ibiza,2014,Hatchback,"64,303",1.4,84,Manual,Petrol,1
"4,895",Volkswagen,EOS,2009,Convertible,"76,000",2,198,Manual,Petrol,1
"1,589",Volkswagen,Beetle,2005,Convertible,"63,600",1.8,150,Manual,Petrol,10
"1,200",Citroen,C2,2006,Hatchback,"82,500",1.1,59,Manual,Petrol,ns
990,Vauxhall,Corsa,2010,Hatchback,"140,000",1.2,84,Manual,Petrol,2
"1,999",BMW,3,2009,Saloon,"133,000",2,143,Manual,Petrol,ns
"1,490",Volkswagen,Polo,2005,Hatchback,"71,000",1.2,55,Manual,Petrol,9
"15,368",Ford,Fiesta,2019,Hatchback,"5,145",1,140,Manual,Petrol,ns
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"2,000",Ford,Focus,2009,Hatchback,"91,000",1.6,99,Manual,Petrol,3
"2,485",Renault,Scenic,2009,MPV,"70,746",1.4,130,Manual,Petrol,3
"1,595",Chevrolet,Cruze,2010,Saloon,"100,000",1.6,122,Manual,Petrol,6
"1,990",Renault,Twingo,2007,Hatchback,"67,000",1.2,75,Manual,Petrol,ns
"2,499",Renault,Megane,2010,Coupe,"81,211",1.6,110,Manual,Petrol,1
"1,295",Renault,Clio,2006,Hatchback,"83,400",1.4,98,Manual,Petrol,4
"4,240",Volkswagen,Golf,2008,Hatchback,"81,600",1.6,113,Automatic,Petrol,ns
"2,749",Mercedes-Benz,B,2010,MPV,"119,000",1.5,95,Manual,Petrol,3
"1,875",Fiat,Punto,2012,Hatchback,"64,000",1.2,70,Manual,Petrol,3
"2,050",Honda,Jazz,2009,Hatchback,"96,527",1.4,98,Manual,Petrol,5
"1,990",Peugeot,207,2010,Hatchback,"108,000",1.4,75,Manual,Petrol,4
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"15,760",Peugeot,3008,2018,SUV,"58,170",1.6,120,Manual,Diesel,ns
"2,990",Vauxhall,Astra,2014,Estate,"122,500",1.6,134,Manual,Diesel,2
"1,595",Peugeot,207,2009,Hatchback,"103,000",1.4,75,Manual,Petrol,6
450,Ford,Fiesta,2007,Hatchback,"88,000",1.25,74,Manual,Petrol,7
"1,599",Toyota,Yaris,2004,Hatchback,"65,049",1.3,85,Manual,Petrol,4
"2,695",Renault,Twingo,2011,Hatchback,"53,000",1.2,75,Manual,Petrol,2
"1,595",Fiat,Grande,2007,Hatchback,"100,000",1.2,65,Manual,Petrol,5
"3,999",Citroen,C3,2010,Hatchback,"64,000",1.6,118,Manual,Petrol,4
"1,490",Fiat,Grande,2006,Hatchback,"90,000",1.2,65,Manual,Petrol,4
995,Vauxhall,Astra,2007,Hatchback,"155,019",1.4,89,Manual,Petrol,4
"2,500",Honda,Jazz,2009,Hatchback,"105,060",1.4,98,Manual,Petrol,2
"1,990",Peugeot,207,2010,Hatchback,"108,000",1.4,75,Manual,Petrol,4
"15,368",Ford,Fiesta,2019,Hatchback,"5,145",1,140,Manual,Petrol,ns
"15,368",Ford,Fiesta,2019,Hatchback,"5,145",1,140,Manual,Petrol,ns
"2,249",Mazda2,ns,2008,Hatchback,"96,000",1.5,102,Manual,Petrol,2
"2,595",Peugeot,308,2011,Hatchback,"98,000",1.6,120,Manual,Petrol,7
"14,995",Audi,A4,2016,Saloon,"60,700",2,150,Manual,Diesel,1
"1,495",Nissan,Note,2009,Hatchback,"79,594",1.4,87,Manual,Petrol,5
"3,995",Ford,Fiesta,2011,Hatchback,"70,000",1.25,59,Manual,Petrol,2
"2,999",Citroen,DS3,2011,Hatchback,"63,132",1.6,118,Manual,Petrol,2
"2,495",Nissan,Qashqai,2007,Hatchback,"105,000",2,139,Automatic,Petrol,5
"2,995",Vauxhall,Astra,2009,Hatchback,"90,000",1.6,115,Manual,Petrol,8
"3,490",MINI,Convertible,2006,Convertible,"75,000",1.6,90,Manual,Petrol,ns
"2,989",Vauxhall,Astra,2010,Hatchback,"65,000",1.6,113,Manual,Petrol,ns
"1,495",Peugeot,207,2006,Hatchback,"89,349",1.4,90,Manual,Petrol,5
"12,000",KIA,Sportage,2017,SUV,"76,404",1.7,116,Manual,Diesel,ns
"15,252",Nissan,Qashqai,2018,SUV,"31,548",1.2,115,Manual,Petrol,ns
"1,085",Ford,Focus,2006,Hatchback,"139,000",1.6,99,Automatic,Petrol,4
"4,195",SEAT,Ibiza,2014,Hatchback,"78,000",1.2,68,Manual,Petrol,4
"2,600",MG,MG6,2013,Saloon,"70,000",1.8,158,Manual,Petrol,2
"7,945",Ford,S-Max,2010,MPV,"103,036",2,203,Automatic,Petrol,7
"3,500",Nissan,Qashqai,2010,SUV,"101,000",1.6,113,Manual,Petrol,4
"2,499",Renault,Twingo,2010,Hatchback,"63,000",1.2,75,Manual,Petrol,1
"2,995",Ford,Fiesta,2014,Hatchback,"98,000",1.2,59,Manual,Petrol,1
"1,495",Peugeot,307,2006,Hatchback,"68,000",1.6,110,Manual,Petrol,ns
"6,449",Renault,Clio,2017,Hatchback,"125,000",1.2,120,Manual,Petrol,1
"1,750",Renault,Twingo,2008,Hatchback,"97,000",1.2,100,Manual,Petrol,3
"1,795",Ford,Fiesta,2007,Hatchback,"78,112",1.25,74,Manual,Petrol,4
"15,252",Nissan,Qashqai,2018,SUV,"31,548",1.2,115,Manual,Petrol,ns
"9,500",Vauxhall,Astra,2018,Hatchback,"65,161",1.6,110,Manual,Diesel,ns
"1,595",Vauxhall,Corsa,2008,Hatchback,"126,500",1.2,79,Manual,Petrol,4
"2,995",Honda,Jazz,2007,Hatchback,"51,000",1.4,82,Automatic,Petrol,2
"3,495",Fiat,500,2010,Hatchback,"96,550",1.2,69,Manual,Petrol,5
"1,999",Volkswagen,Golf,2006,Hatchback,"110,700",1.6,113,Automatic,Petrol,ns
"4,850",Volkswagen,Scirocco,2010,Hatchback,"84,755",2,207,Automatic,Petrol,5
"3,000",Vauxhall,Corsa,2013,Hatchback,"80,721",1.2,84,Manual,Petrol,2
"1,789",Alfa,Romeo,2007,Coupe,"108,000",2,165,Manual,Petrol,ns
"1,995",Toyota,Yaris,2006,Hatchback,"100,598",1.3,85,Manual,Petrol,4
"1,395",Ford,Focus,2005,Hatchback,"96,000",1.6,99,Manual,Petrol,4
"2,450",MINI,Hatch,2009,Hatchback,"99,000",1.4,95,Manual,Petrol,3
"1,990",Peugeot,207,2010,Hatchback,"108,000",1.4,75,Manual,Petrol,4
"15,368",Ford,Fiesta,2019,Hatchback,"5,145",1,140,Manual,Petrol,ns
"15,368",Ford,Fiesta,2019,Hatchback,"5,145",1,140,Manual,Petrol,ns
"6,450",Toyota,Auris,2014,Hatchback,"104,500",1.6,132,Manual,Petrol,1
"2,595",Citroen,C1,2009,Hatchback,"82,000",1,67,Manual,Petrol,7
"5,750",Volkswagen,Polo,2013,Hatchback,"137,000",1.4,138,Manual,Petrol,2
"6,494",Honda,Jazz,2012,Hatchback,"39,000",1.4,98,Manual,Petrol,3
"1,500",Saab,09-Mar,2006,Saloon,"164,000",2,210,Manual,Petrol,ns
"4,999",Volkswagen,Golf,2007,Hatchback,"39,111",1.6,113,Manual,Petrol,ns
"1,997",Citroen,C3,2010,Hatchback,"90,000",1.4,94,Manual,Petrol,ns
"2,990",Renault,Wind,2011,Convertible,"90,000",1.2,100,Manual,Petrol,5
"1,495",Ford,Focus,2007,Hatchback,"92,239",1.6,99,Manual,Petrol,3
"1,795",Citroen,C1,2011,Hatchback,"86,000",1,67,Manual,Petrol,3
"5,399",Hyundai,i20,2012,Hatchback,"42,809",1.2,84,Manual,Petrol,3
"15,760",Peugeot,3008,2018,SUV,"58,170",1.6,120,Manual,Diesel,ns
"9,500",Vauxhall,Astra,2018,Hatchback,"65,161",1.6,110,Manual,Diesel,ns
"1,490",Honda,Jazz,2008,Hatchback,"107,000",1.2,75,Manual,Petrol,1
"1,195",Toyota,Yaris,2005,Hatchback,"126,567",1.3,85,Manual,Petrol,3
"1,480",BMW,1,2008,Hatchback,"123,950",1.6,122,Manual,Petrol,4
395,Hyundai,i10,2010,Hatchback,"105,000",1.2,76,Manual,Petrol,Part
"1,020",Volkswagen,Beetle,2007,Hatchback,"80,496",1.6,102,Manual,Petrol,ns
"3,495",Fiat,500,2010,Hatchback,"82,502",1.2,69,Manual,Petrol,1
"1,295",Chevrolet,Matiz,2009,Hatchback,"63,000",1,64,Manual,Petrol,3
"2,595",Mazda5,ns,2008,MPV,"90,000",2,144,Manual,Petrol,ns
"4,500",Suzuki,Swift,2011,Hatchback,"49,000",1.2,93,Manual,Petrol,ns
"2,000",Peugeot,207,2008,Hatchback,"70,000",1.6,150,Manual,Petrol,2
"1,795",Ford,Fiesta,2007,Hatchback,"78,112",1.25,74,Manual,Petrol,4
"15,368",Ford,Fiesta,2019,Hatchback,"5,145",1,140,Manual,Petrol,ns
"12,000",KIA,Sportage,2017,SUV,"76,404",1.7,116,Manual,Diesel,ns
"1,995",Nissan,Note,2011,Hatchback,"102,700",1.4,87,Manual,Petrol,3
"2,495",Ford,KA,2009,Hatchback,"77,000",1.2,69,Manual,Petrol,2
"2,500",Volkswagen,Golf,2006,Hatchback,"62,787",1.6,113,Manual,Petrol,4
"2,795",Alfa,Romeo,2012,Hatchback,"123,553",1.4,120,Manual,Petrol,1
"2,995",Peugeot,207,2010,Hatchback,"74,960",1.4,95,Manual,Petrol,2
"5,295",BMW,1,2014,Hatchback,"131,000",1.6,136,Manual,Petrol,ns
"1,500",Toyota,Auris,2007,Hatchback,"90,000",1.6,124,Manual,Petrol,3
"2,890",Vauxhall,Astra,2011,Hatchback,"100,000",1.4,100,Manual,Petrol,2
"2,500",Vauxhall,Tigra,2009,Convertible,"47,000",1.4,89,Manual,Petrol,ns
"1,195",Volkswagen,Golf,2002,Hatchback,"103,123",1.6,102,Automatic,Petrol,5
"2,000",Vauxhall,Astra,2006,Hatchback,"40,000",1.4,89,Manual,Petrol,2
"11,000",Vauxhall,Astra,2019,Hatchback,"45,297",1.4,125,Manual,Petrol,1
"11,388",Mazda2,ns,2018,Hatchback,"44,592",1.5,115,Manual,Petrol,ns
"3,899",Ford,KA,2012,Hatchback,"68,800",1.2,69,Manual,Petrol,2
"16,049",Land,Rover,2015,SUV,"80,086",2,150,Manual,Diesel,2
"3,350",Vauxhall,Astra,2013,Estate,"118,000",1.6,113,Manual,Petrol,2
"1,200",Vauxhall,Astra,2006,Hatchback,"122,000",1.4,89,Manual,Petrol,4
"1,790",Ford,Focus,2006,Hatchback,"115,000",1.4,79,Manual,Petrol,ns
"1,999",KIA,Ceed,2009,Hatchback,"113,000",1.6,120,Manual,Petrol,3
"2,499",Volvo,C30,2009,Coupe,"97,000",1.6,99,Manual,Petrol,4
"2,495",MINI,Hatch,2006,Hatchback,"69,924",1.6,90,Manual,Petrol,ns
"3,295",Volkswagen,Golf,2007,Hatchback,"104,700",1.6,113,Manual,Petrol,6
995,Ford,Focus,2006,Hatchback,"98,000",1.8,123,Manual,Petrol,4
"1,490",Volkswagen,Polo,2005,Hatchback,"71,000",1.2,55,Manual,Petrol,9
"11,388",Mazda2,ns,2018,Hatchback,"44,592",1.5,115,Manual,Petrol,ns
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"2,495",Citroen,C2,2007,Hatchback,"60,573",1.6,121,Manual,Petrol,3
"1,899",Renault,Clio,2009,Estate,"99,600",1.2,75,Manual,Petrol,3
"1,695",Vauxhall,Corsa,2009,Hatchback,"120,000",1,59,Manual,Petrol,3
"5,491",Renault,Clio,2014,Hatchback,"89,107",0.9,90,Manual,Petrol,3
"6,280",Nissan,Qashqai,2011,SUV,"75,464",1.6,113,Manual,Petrol,3
"5,995",Toyota,Yaris,2014,Hatchback,"78,000",1.33,99,Manual,Petrol,1
"2,500",KIA,Picanto,2010,Hatchback,"49,750",1,60,Manual,Petrol,5
"2,499",Vauxhall,Corsa,2009,Hatchback,"52,000",1.2,79,Manual,Petrol,3
"1,295",Nissan,Micra,2005,Hatchback,"118,000",1.4,87,Manual,Petrol,2
"4,559",Vauxhall,Astra,2013,Hatchback,"66,885",1.4,100,Manual,Petrol,4
"2,000",Vauxhall,Astra,2006,Hatchback,"40,000",1.4,89,Manual,Petrol,2
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"5,475",Vauxhall,Corsa,2013,Hatchback,"53,500",1.4,99,Manual,Petrol,4
"1,650",Vauxhall,Corsa,2010,Hatchback,"134,578",1.2,84,Manual,Petrol,3
"2,495",MINI,Hatch,2008,Hatchback,"104,000",1.6,120,Manual,Petrol,4
"2,450",Peugeot,307,2007,Hatchback,"66,000",1.6,110,Manual,Petrol,2
"10,895",Saab,09-Mar,2008,Estate,"53,600",2.8,276,Automatic,Petrol,3
"3,499",Renault,Clio,2011,Hatchback,"60,000",1.2,75,Manual,Petrol,ns
"3,200",MINI,Hatch,2011,Hatchback,"70,700",1.6,98,Manual,Petrol,6
"1,375",Ford,Fiesta,2002,Hatchback,"75,000",1.4,79,Manual,Petrol,2
"1,095",Audi,A4,2005,Convertible,"101,000",1.8,163,Manual,Petrol,5
"2,000",Vauxhall,Astra,2002,Hatchback,"94,880",2.2,145,Manual,Petrol,2
"1,290",Fiat,Grande,2009,Hatchback,"49,000",1.4,77,Manual,Petrol,4
"15,368",Ford,Fiesta,2019,Hatchback,"5,145",1,140,Manual,Petrol,ns
"15,252",Nissan,Qashqai,2018,SUV,"31,548",1.2,115,Manual,Petrol,ns
"20,949",Mercedes-Benz,Cla,2018,Saloon,"32,811",1.6,122,Automatic,Petrol,2
"1,750",Volkswagen,FOX,2008,Hatchback,"74,000",1.2,55,Manual,Petrol,3
"2,500",Vauxhall,Corsa,2007,Hatchback,"43,000",1.2,79,Manual,Petrol,2
"2,499",Renault,Clio,2009,Estate,"74,000",1.2,75,Manual,Petrol,3
"1,777",Vauxhall,Astra,2009,Hatchback,"94,278",1.6,113,Manual,Petrol,4
"1,695",Peugeot,207,2010,Hatchback,"81,135",1.4,95,Manual,Petrol,4
"22,475",Mercedes-Benz,C,2019,Saloon,"56,196",2,194,Automatic,Diesel,8
"1,800",Vauxhall,Insignia,2009,Hatchback,"133,000",1.8,138,Manual,Petrol,5
"1,490",Ford,Focus,2007,Hatchback,"109,103",1.6,99,Manual,Petrol,2
"7,692",SEAT,Ibiza,2015,Hatchback,"28,000",1.4,84,Manual,Petrol,1
"5,399",Hyundai,i20,2012,Hatchback,"42,809",1.2,84,Manual,Petrol,3
"11,388",Mazda2,ns,2018,Hatchback,"44,592",1.5,115,Manual,Petrol,ns
"15,252",Nissan,Qashqai,2018,SUV,"31,548",1.2,115,Manual,Petrol,ns
"1,999",Toyota,Yaris,2005,Hatchback,"81,000",1,67,Manual,Petrol,3
"2,465",Renault,Megane,2009,Hatchback,"71,089",1.6,100,Manual,Petrol,5
"2,300",Mazda6,ns,2015,Estate,"169,000",2.2,148,Manual,Diesel,2
"2,500",Lexus,RX,2007,SUV,"162,000",3.3,208,Automatic,Petrol Hybrid,4
"2,450",Vauxhall,Astra,2010,Hatchback,"113,000",1.6,115,Manual,Petrol,4
"2,690",Ford,Fiesta,2008,Hatchback,"83,564",1.4,79,Manual,Petrol,6
"1,995",Hyundai,i20,2010,Hatchback,"80,100",1.2,76,Manual,Petrol,3
"1,999",Mazda3,ns,2009,Hatchback,"67,000",1.6,103,Manual,Petrol,3
"2,250",Peugeot,207,2010,Hatchback,"89,472",1.6,120,Manual,Petrol,4
"1,550",Vauxhall,Astra,2009,Hatchback,"92,909",1.6,113,Manual,Petrol,4
"5,399",Hyundai,i20,2012,Hatchback,"42,809",1.2,84,Manual,Petrol,3
"11,388",Mazda2,ns,2018,Hatchback,"44,592",1.5,115,Manual,Petrol,ns
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"1,284",Ford,Fiesta,2003,Hatchback,"70,000",1.3,67,Manual,Petrol,3
"3,499",BMW,1,2008,Convertible,"103,000",2,170,Manual,Petrol,2
"3,500",Vauxhall,Tigra,2007,Convertible,"12,145",1.4,89,Manual,Petrol,3
895,Volkswagen,Passat,2001,Saloon,"262,000",2,115,Manual,Petrol,3
"1,395",Renault,Clio,2007,Hatchback,"115,000",1.4,98,Manual,Petrol,4
"3,350",Hyundai,i30,2010,Hatchback,"86,000",1.6,119,Manual,Petrol,ns
"3,690",SEAT,Altea,2011,MPV,"67,242",1.4,123,Manual,Petrol,2
"1,995",Volvo,S40,2008,Saloon,"88,900",1.6,100,Manual,Petrol,4
"1,785",Vauxhall,Astra,2009,Convertible,"76,089",1.6,113,Manual,Petrol,ns
"5,690",BMW,Z4,2007,Convertible,"77,000",2.5,177,Automatic,Petrol,3
"2,995",Hyundai,i10,2009,Hatchback,"48,000",1.2,76,Manual,Petrol,3
"15,252",Nissan,Qashqai,2018,SUV,"31,548",1.2,115,Manual,Petrol,ns
"15,760",Peugeot,3008,2018,SUV,"58,170",1.6,120,Manual,Diesel,ns
"2,800",Mercedes-Benz,CLK,2007,Coupe,"100,000",1.8,184,Manual,Petrol,5
"1,450",Suzuki,Wagon,2005,Hatchback,"33,000",1.3,91,Manual,Petrol,2
"3,495",MINI,Convertible,2010,Convertible,"105,535",1.6,122,Manual,Petrol,5
"2,795",Mercedes-Benz,Clc,2008,Hatchback,"132,000",1.8,143,Automatic,Petrol,3
"3,795",Honda,Civic,2007,Hatchback,"108,000",2,197,Manual,Petrol,5
"2,295",Renault,Clio,2011,Hatchback,"88,000",1.2,75,Manual,Petrol,ns
"2,990",Peugeot,207,2009,Hatchback,"55,000",1.4,95,Manual,Petrol,2
"2,395",Vauxhall,Insignia,2009,Hatchback,"89,857",1.8,138,Manual,Petrol,5
"5,950",Honda,Insight,2013,Hatchback,"137,800",1.3,87,Automatic,Petrol Hybrid,3
"2,499",Renault,Clio,2009,Hatchback,"84,000",1.2,100,Manual,Petrol,4
"1,490",Volkswagen,Polo,2005,Hatchback,"71,000",1.2,55,Manual,Petrol,9
"11,388",Mazda2,ns,2018,Hatchback,"44,592",1.5,115,Manual,Petrol,ns
"13,756",MINI,Hatch,2018,Hatchback,"29,548",1.5,136,Manual,Petrol,ns
"1,709",Ford,KA,2009,Hatchback,"92,325",1.2,69,Manual,Petrol,3
"2,950",Renault,Clio,2010,Hatchback,"54,857",1.2,75,Manual,Petrol,6
"1,995",Ford,Focus,2009,Hatchback,"93,100",1.6,99,Manual,Petrol,4
"2,350",Volkswagen,Polo,2007,Hatchback,"86,079",1.6,104,Manual,Petrol,2
"2,698",Ford,Focus,2011,Hatchback,"137,400",1.6,99,Manual,Petrol,5
"1,995",Peugeot,308,2008,Hatchback,"74,000",1.6,120,Manual,Petrol,9
"7,995",Audi,A4,2010,Saloon,"62,800",1.8,158,Manual,Petrol,3
"3,995",Mitsubishi,Colt,2009,Hatchback,"57,966",1.3,94,Automatic,Petrol,1
"4,095",Vauxhall,Corsa,2014,Hatchback,"100,000",1.2,84,Manual,Petrol,2
"2,495",Renault,Clio,2011,Hatchback,"83,800",1.2,100,Manual,Petrol,4
"5,399",Hyundai,i20,2012,Hatchback,"42,809",1.2,84,Manual,Petrol,3
"11,388",Mazda2,ns,2018,Hatchback,"44,592",1.5,115,Manual,Petrol,ns
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"2,495",Ford,Fiesta,2006,Hatchback,"100,814",1.4,79,Automatic,Petrol,2
"1,895",Ford,Fiesta,2008,Hatchback,"100,580",1.4,79,Manual,Petrol,5
"1,390",Vauxhall,Astra,2009,Hatchback,"133,000",1.4,89,Manual,Petrol,5
"2,849",Fiat,500,2012,Hatchback,"54,000",0.9,85,Manual,Petrol,ns
"2,999",Suzuki,Swift,2011,Hatchback,"97,000",1.2,93,Manual,Petrol,2
"4,450",Honda,Jazz,2010,Hatchback,"89,250",1.4,98,Automatic,Petrol,4
"3,695",Volkswagen,Golf,2009,Hatchback,"113,010",1.6,102,Manual,Petrol,2
"1,350",Ford,Focus,2008,Hatchback,"133,350",1.6,99,Manual,Petrol,4
"2,495",Ford,Focus,2009,Hatchback,"130,000",1.6,113,Manual,Petrol,5
895,Renault,Clio,2011,Hatchback,"103,882",1.2,75,Manual,Petrol,ns
"1,290",Fiat,Grande,2009,Hatchback,"49,000",1.4,77,Manual,Petrol,4
"15,760",Peugeot,3008,2018,SUV,"58,170",1.6,120,Manual,Diesel,ns
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"23,980",Lexus,UX,2019,SUV,"45,000",2,184,Automatic,Petrol Hybrid,ns
"1,295",Peugeot,207,2007,Hatchback,"119,000",1.4,90,Manual,Petrol,2
"5,991",MINI,Hatch,2011,Hatchback,"69,509",1.6,122,Manual,Petrol,1
"3,200",Ford,Focus,2007,Hatchback,"80,000",2.5,221,Manual,Petrol,5
"1,900",Vauxhall,Corsa,2004,Hatchback,"53,400",1.2,74,Manual,Petrol,ns
"1,795",Vauxhall,Signum,2006,Hatchback,"109,000",1.8,138,Manual,Petrol,3
"3,499",Ford,Fiesta,2009,Hatchback,"64,552",1.25,81,Manual,Petrol,3
"4,495",Toyota,IQ,2009,Hatchback,"13,980",1,67,Manual,Petrol,1
"3,490",Ford,Focus,2008,Hatchback,"39,700",1.8,123,Manual,Petrol,1
"1,795",Volkswagen,Polo,2006,Hatchback,"104,000",1.2,65,Manual,Petrol,3
"2,000",Vauxhall,Astra,2006,Hatchback,"40,000",1.4,89,Manual,Petrol,2
"16,788",Nissan,Qashqai,2018,SUV,"20,948",1.5,110,Manual,Diesel,ns
"16,788",Nissan,Qashqai,2018,SUV,"20,948",1.5,110,Manual,Diesel,ns
"1,895",Ford,Fiesta,2007,Hatchback,"102,580",1.6,99,Manual,Petrol,9
"1,750",Ford,Focus,2009,Hatchback,"104,000",1.6,99,Manual,Petrol,3
"6,480",Honda,Accord,2003,Saloon,"55,000",2.4,188,Manual,Petrol,1
"2,175",Vauxhall,Corsa,2008,Hatchback,"70,000",1,59,Manual,Petrol,2
"2,499",Chevrolet,Spark,2010,Hatchback,"82,000",1.2,80,Manual,Petrol,1
"9,499",MINI,Countryman,2016,SUV,"63,471",2,143,Manual,Diesel,ns
"3,995",Ford,KA,2010,Hatchback,"39,000",1.2,69,Manual,Petrol,2
"1,595",BMW,1,2007,Hatchback,"141,300",2,170,Manual,Petrol,ns
"4,990",Ford,Fiesta,2009,Hatchback,"36,000",1.25,81,Manual,Petrol,1
"1,100",Peugeot,807,2007,MPV,"143,555",2,143,Automatic,Petrol,9
"1,495",Peugeot,207,2006,Hatchback,"89,349",1.4,90,Manual,Petrol,5
"11,000",Vauxhall,Astra,2019,Hatchback,"45,297",1.4,125,Manual,Petrol,1
"15,368",Ford,Fiesta,2019,Hatchback,"5,145",1,140,Manual,Petrol,ns
"1,325",SKODA,Fabia,2002,Hatchback,"79,000",1.4,75,Automatic,Petrol,3
"2,680",Renault,Clio,2011,Hatchback,"76,000",1.2,75,Manual,Petrol,4
"2,000",Suzuki,Swift,2009,Hatchback,"108,000",1.5,101,Manual,Petrol,2
"3,499",Nissan,Qashqai,2010,SUV,"117,000",1.6,113,Manual,Petrol,2
"2,800",Honda,Civic,2008,Hatchback,"85,000",1.8,138,Manual,Petrol,4
775,Volkswagen,Polo,2008,Hatchback,"99,648",1.2,70,Manual,Petrol,3
"4,899",Ford,Fiesta,2009,Hatchback,"58,694",1.25,81,Manual,Petrol,3
"3,500",Fiat,Punto,2010,Hatchback,"70,100",1.4,137,Manual,Petrol,ns
"3,995",Audi,A3,2008,Hatchback,"99,048",1.6,101,Manual,Petrol,1
"1,000",KIA,Picanto,2012,Hatchback,"113,000",1,68,Manual,Petrol,2
"1,990",Peugeot,207,2010,Hatchback,"108,000",1.4,75,Manual,Petrol,4
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"8,491",Audi,A4,2012,Saloon,"74,122",1.8,168,Manual,Petrol,4
"2,700",Vauxhall,Astra,2010,Hatchback,"95,951",1.6,115,Manual,Petrol,3
"3,795",Volvo,C30,2007,Coupe,"86,000",1.6,99,Manual,Petrol,ns
"2,259",Ford,KA,2012,Hatchback,"111,000",1.2,69,Manual,Petrol,2
"1,895",Renault,Megane,2009,Hatchback,"86,500",1.6,100,Manual,Petrol,3
"1,495",Fiat,Grande,2009,Hatchback,"121,000",1.4,77,Manual,Petrol,3
"1,800",Volkswagen,Polo,2009,Hatchback,"145,675",1.4,79,Manual,Petrol,4
"1,550",Suzuki,Swift,2006,Hatchback,"97,000",1.5,101,Manual,Petrol,5
"1,799",Vauxhall,Corsa,2007,Hatchback,"96,000",1.4,89,Manual,Petrol,6
"4,500",Vauxhall,Astra,2010,Hatchback,"68,500",1.6,115,Automatic,Petrol,6
"1,290",Fiat,Grande,2009,Hatchback,"49,000",1.4,77,Manual,Petrol,4
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"12,160",Vauxhall,Crossland,2019,SUV,"41,072",1.2,110,Manual,Petrol,ns
"2,250",Renault,Clio,2011,Hatchback,"109,000",1.2,75,Manual,Petrol,4
"3,690",Fiat,500,2008,Hatchback,"50,000",1.2,69,Manual,Petrol,4
