Price,Make,Model,Reg-Year,Configuration,Mileage(Miles),EngSize(Litres),Power(BHP),Control,Fuel-Type,Owners
"18,490",Toyota,C-Hr,2019,SUV,"17,730",1.2,116,Manual,Petrol,1
"6,900",Toyota,Yaris,2013,Hatchback,"40,038",1.33,99,Manual,Petrol,3
"14,999",Toyota,Corolla,2019,Hatchback,"4,500",1.8,122,Automatic,Petrol Hybrid,2
"9,599",Toyota,Aygo,2019,Hatchback,"20,729",1,71,Manual,Petrol,2
"3,595",Toyota,Aygo,2011,Hatchback,"64,000",1,67,Manual,Petrol,3
"4,000",Toyota,Verso,2011,MPV,"97,000",1.33,99,Manual,Petrol,3
"18,004",Toyota,C-Hr,2018,SUV,"43,516",1.8,122,Automatic,Petrol Hybrid,1
"12,990",Toyota,Yaris,2019,Hatchback,"7,976",1.5,111,Manual,Petrol,2
"4,995",Toyota,RAV4,2005,SUV,"75,000",2,147,Manual,Petrol,2
"4,000",Toyota,RAV4,2006,SUV,"103,700",2,150,Manual,Petrol,4
"4,490",Toyota,Aygo,2016,Hatchback,"99,000",1,68,Manual,Petrol,1
"5,794",Toyota,Yaris,2009,Hatchback,"14,000",1.3,85,Manual,Petrol,1
"3,995",Toyota,RAV4,2006,SUV,"104,636",2,147,Manual,Petrol,4
"2,250",Toyota,Auris,2008,Hatchback,"109,345",1.6,124,Manual,Petrol,2
"7,750",Toyota,Yaris,2013,Hatchback,"91,000",1.5,74,Automatic,Petrol Hybrid,2
"4,695",Toyota,Yaris,2009,Hatchback,"40,910",1.33,99,Manual,Petrol,3
"13,499",Toyota,Yaris,2019,Hatchback,"10,053",1.5,111,Manual,Petrol,1
"5,890",Toyota,Auris,2012,Hatchback,"72,111",1.6,130,Automatic,Petrol,2
"2,495",Toyota,Corolla,2006,Hatchback,"25,000",1.4,95,Manual,Petrol,4
"12,990",Toyota,Yaris,2019,Hatchback,"7,976",1.5,111,Manual,Petrol,2
"12,990",Toyota,Yaris,2019,Hatchback,"7,976",1.5,111,Manual,Petrol,2
"13,500",Toyota,Corolla,2019,Hatchback,"52,112",1.2,116,Manual,Petrol,1
"5,895",Toyota,Aygo,2014,Hatchback,"32,000",1,67,Manual,Petrol,4
"5,695",Toyota,Auris,2013,Hatchback,"105,000",1.6,132,Manual,Petrol,ns
"17,990",Toyota,Yaris,2021,Hatchback,"23,000",1.5,116,Automatic,Petrol Hybrid,2
"4,500",Toyota,Auris,2009,Hatchback,"50,700",1.6,124,Automatic,Petrol,4
"6,450",Toyota,Auris,2014,Hatchback,"104,500",1.6,132,Manual,Petrol,1
"3,000",Toyota,Aygo,2011,Hatchback,"90,900",1,67,Manual,Petrol,1
"8,699",Toyota,Yaris,2015,Hatchback,"28,127",1,69,Manual,Petrol,2
"3,950",Toyota,Aygo,2012,Hatchback,"63,579",1,67,Manual,Petrol,5
"3,000",Toyota,Corolla,2005,Hatchback,"78,600",1.4,95,Manual,Petrol,2
"9,790",Toyota,Auris,2016,Hatchback,"51,938",1.6,112,Manual,Diesel,3
"12,990",Toyota,Yaris,2019,Hatchback,"7,976",1.5,111,Manual,Petrol,2
"18,004",Toyota,C-Hr,2018,SUV,"43,516",1.8,122,Automatic,Petrol Hybrid,1
"5,395",Toyota,Auris,2011,Hatchback,"67,889",1.33,100,Manual,Petrol,1
"2,495",Toyota,Avensis,2004,MPV,"107,450",2,147,Manual,Petrol,ns
"2,790",Toyota,Yaris,2006,Hatchback,"67,700",1.3,85,Manual,Petrol,ns
"5,995",Toyota,Yaris,2012,Hatchback,"43,084",1,68,Manual,Petrol,2
"2,799",Toyota,Aygo,2007,Hatchback,"59,662",1,67,Manual,Petrol,2
"7,999",Toyota,Aygo,2016,Hatchback,"31,291",1,68,Manual,Petrol,2
"5,850",Toyota,Yaris,2015,Hatchback,"68,000",1.4,90,Manual,Diesel,3
"8,495",Toyota,Aygo,2018,Hatchback,"19,882",1,68,Manual,Petrol,3
"11,990",Toyota,Yaris,2018,Hatchback,"13,097",1.5,111,Manual,Petrol,1
"15,000",Toyota,Avensis,2017,Estate,"36,288",2,143,Manual,Diesel,1
"4,000",Toyota,Verso,2011,MPV,"97,000",1.33,99,Manual,Petrol,3
"8,850",Toyota,Yaris,2015,Hatchback,"43,833",1.33,99,Manual,Petrol,3
"19,990",Toyota,Yaris,2020,Hatchback,"6,354",1.5,116,Automatic,Petrol Hybrid,ns
"4,295",Toyota,Yaris,2010,Hatchback,"59,000",1,68,Manual,Petrol,2
"5,577",Toyota,Prius,2007,Hatchback,"44,166",1.5,76,Automatic,Petrol Hybrid,ns
"6,590",Toyota,Corolla,2008,MPV,"50,400",1.8,127,Automatic,Petrol,2
"5,995",Toyota,Yaris,2007,Hatchback,"29,082",1.3,85,Automatic,Petrol,2
"16,295",Toyota,CHR,2017,SUV,"38,039",1.2,115,Manual,Petrol,1
"12,490",Toyota,Aygo,2021,Hatchback,"2,973",1,71,Manual,Petrol,ns
"18,499",Toyota,Auris,2018,Estate,"16,782",1.8,136,Automatic,Petrol Hybrid,1
"9,950",Toyota,Yaris,2017,Hatchback,"96,124",1.5,73,Automatic,Petrol Hybrid,ns
"2,490",Toyota,Yaris,2009,Hatchback,"81,129",1.3,85,Manual,Petrol,4
"1,690",Toyota,Corolla,2007,Hatchback,"110,894",1.4,95,Manual,Petrol,3
"6,490",Toyota,RAV4,2005,SUV,"54,175",2,147,Manual,Petrol,2
"19,990",Toyota,Yaris,2020,Hatchback,"6,354",1.5,116,Automatic,Petrol Hybrid,ns
"8,000",Toyota,Aygo,2017,Hatchback,"47,977",1,68,Manual,Petrol,1
"8,490",Toyota,Auris,2014,Estate,"64,800",1.6,132,Manual,Petrol,4
"5,900",Toyota,RAV4,2005,SUV,"48,200",2,147,Manual,Petrol,ns
"9,250",Toyota,Verso,2016,MPV,"96,000",1.6,112,Manual,Diesel,2
"13,995",Toyota,Yaris,2019,Hatchback,"22,862",1.5,111,Manual,Petrol,1
"4,810",Toyota,Auris,2010,Hatchback,"75,000",1.6,124,Automatic,Petrol,7
"2,450",Toyota,Corolla,2002,Hatchback,"109,567",1.4,95,Manual,Petrol,2
"7,190",Toyota,Yaris,2013,Hatchback,"21,959",1.33,99,Manual,Petrol,4
"7,890",Toyota,Auris,2015,Hatchback,"79,000",1.33,100,Manual,Petrol,3
"3,175",Toyota,Aygo,2009,Hatchback,"71,700",1,67,Manual,Petrol,1
"3,450",Toyota,Aygo,2013,Hatchback,"88,000",1,67,Manual,Petrol,2
"4,000",Toyota,Verso,2011,MPV,"97,000",1.33,99,Manual,Petrol,3
"8,000",Toyota,Aygo,2017,Hatchback,"47,977",1,68,Manual,Petrol,1
"12,990",Toyota,Yaris,2019,Hatchback,"16,664",1.5,111,Manual,Petrol,ns
"7,495",Toyota,Auris,2011,Hatchback,"102,809",1.8,98,Automatic,Petrol Hybrid,3
"13,490",Toyota,Aygo,2021,Hatchback,"2,931",1,71,Manual,Petrol,1
"13,490",Toyota,Yaris,2020,Hatchback,"14,522",1.5,111,Manual,Petrol,1
"4,250",Toyota,Yaris,2010,Hatchback,"50,000",1.33,99,Manual,Petrol,2
"4,495",Toyota,Avensis,2004,MPV,"71,000",2,147,Automatic,Petrol,2
"4,499",Toyota,Yaris,2010,Hatchback,"41,000",1.33,99,Manual,Petrol,3
"7,895",Toyota,Auris,2011,Hatchback,"75,103",1.8,98,Automatic,Petrol Hybrid,3
"1,595",Toyota,Corolla,2005,Hatchback,"113,155",1.4,95,Manual,Petrol,3
"5,299",Toyota,Aygo,2013,Hatchback,"82,000",1,67,Automatic,Petrol,4
"3,195",Toyota,Yaris,2009,Hatchback,"84,632",1.3,87,Manual,Petrol,6
"17,990",Toyota,CHR,2018,SUV,"52,446",1.8,122,Automatic,Petrol Hybrid,1
"12,990",Toyota,Yaris,2019,Hatchback,"6,240",1.5,111,Manual,Petrol,1
"13,990",Toyota,Yaris,2020,Hatchback,"11,692",1.5,111,Manual,Petrol,1
"2,290",Toyota,Corolla,2006,Hatchback,"112,500",1.6,109,Manual,Petrol,ns
"2,399",Toyota,Aygo,2009,Hatchback,"90,500",1,67,Manual,Petrol,4
"7,390",Toyota,Aygo,2018,Hatchback,"29,800",1,71,Manual,Petrol,1
"5,495",Toyota,Verso,2011,MPV,"58,442",1.3,99,Manual,Petrol,3
"12,850",Toyota,Yaris,2018,Hatchback,"39,760",1.5,100,Automatic,Petrol Hybrid,ns
"18,169",Toyota,C-Hr,2019,SUV,"72,195",1.8,122,Automatic,Petrol Hybrid,ns
"9,890",Toyota,Yaris,2017,Hatchback,"43,096",1.5,111,Manual,Petrol,2
"18,995",Toyota,Yaris,2021,Hatchback,"22,032",1.5,116,Automatic,Petrol Hybrid,2
"5,995",Toyota,Aygo,2019,Hatchback,"19,906",1,71,Manual,Petrol,2
"4,780",Toyota,Auris,2011,Hatchback,"71,616",1.6,130,Manual,Petrol,3
"17,990",Toyota,CHR,2018,SUV,"52,446",1.8,122,Automatic,Petrol Hybrid,1
"8,000",Toyota,Aygo,2017,Hatchback,"47,977",1,68,Manual,Petrol,1
"28,990",Toyota,RAV4,2019,SUV,"8,004",2.5,218,Automatic,Petrol Hybrid,1
"2,465",Toyota,Yaris,2007,Hatchback,"66,740",1,67,Manual,Petrol,4
"10,999",Toyota,Auris,2017,Hatchback,"45,576",1.2,116,Manual,Petrol,1
"15,999",Toyota,Corolla,2019,Hatchback,"22,932",1.2,116,Manual,Petrol,1
"4,550",Toyota,Auris,2011,Hatchback,"94,000",1.33,100,Manual,Petrol,4
"5,895",Toyota,Yaris,2009,Hatchback,"21,001",1.33,99,Manual,Petrol,1
"11,790",Toyota,Yaris,2019,Hatchback,"13,841",1,72,Manual,Petrol,1
"3,690",Toyota,Avensis,2007,Hatchback,"42,425",1.8,127,Manual,Petrol,3
"3,790",Toyota,Aygo,2012,Hatchback,"55,000",1,67,Manual,Petrol,4
"8,895",Toyota,Yaris,2012,Hatchback,"35,300",1.33,99,Automatic,Petrol,3
"17,991",Toyota,CHR,2019,SUV,"6,840",1.2,116,Manual,Petrol,1
"4,000",Toyota,Verso,2011,MPV,"97,000",1.33,99,Manual,Petrol,3
"14,499",Toyota,Yaris,2018,Hatchback,"26,000",1.5,100,Automatic,Petrol Hybrid,1
"12,990",Toyota,Yaris,2019,Hatchback,"7,976",1.5,111,Manual,Petrol,2
"9,000",Toyota,Yaris,2016,Hatchback,"32,716",1.33,99,Manual,Petrol,3
"5,690",Toyota,Yaris,2012,Hatchback,"69,000",1.33,99,Manual,Petrol,2
"20,975",Toyota,C-Hr,2019,SUV,"14,366",1.8,122,Automatic,Petrol Hybrid,1
"4,599",Toyota,RAV4,2009,SUV,"98,000",2,150,Manual,Petrol,3
"7,277",Toyota,Aygo,2015,Hatchback,"22,583",1,68,Manual,Petrol,2
"9,399",Toyota,Yaris,2016,Hatchback,"64,190",1.3,99,Manual,Petrol,1
"3,495",Toyota,Yaris,2011,Hatchback,"85,488",1.33,101,Manual,Petrol,1
"9,190",Toyota,Yaris,2016,Hatchback,"25,600",1.33,99,Manual,Petrol,2
"13,799",Toyota,Yaris,2016,Hatchback,"2,420",1.5,101,Automatic,Petrol Hybrid,1
"3,150",Toyota,Urbancruiser,2009,SUV,"79,456",1.33,99,Manual,Petrol,ns
"9,995",Toyota,Yaris,2017,Hatchback,"35,315",1.5,111,Manual,Petrol,1
"15,790",Toyota,Yaris,2018,Hatchback,"2,821",1.5,100,Automatic,Petrol Hybrid,1
"18,004",Toyota,C-Hr,2018,SUV,"43,516",1.8,122,Automatic,Petrol Hybrid,1
"9,590",Toyota,Auris,2015,Hatchback,"68,498",1.6,112,Manual,Diesel,2
"1,995",Toyota,Aygo,2006,Hatchback,"144,000",1,67,Manual,Petrol,4
"13,995",Toyota,Prius+,2014,MPV,"33,000",1.8,97,Automatic,Petrol Hybrid,ns
"9,799",Toyota,Aygo,2019,Hatchback,"29,918",1,71,Manual,Petrol,1
"1,999",Toyota,Yaris,2005,Hatchback,"67,000",1.3,85,Manual,Petrol,4
"3,800",Toyota,RAV4,2006,SUV,"110,000",2,150,Automatic,Petrol,7
"6,870",Toyota,Aygo,2014,Hatchback,"56,272",1,68,Manual,Petrol,2
"7,594",Toyota,Aygo,2018,Hatchback,"19,072",1,68,Manual,Petrol,ns
"5,990",Toyota,Corolla,2007,MPV,"50,000",1.8,127,Automatic,Petrol,ns
"6,850",Toyota,Yaris,2012,Hatchback,"31,000",1.33,99,Manual,Petrol,ns
"4,000",Toyota,Verso,2011,MPV,"97,000",1.33,99,Manual,Petrol,3
"15,790",Toyota,Yaris,2018,Hatchback,"2,821",1.5,100,Automatic,Petrol Hybrid,1
"8,850",Toyota,Yaris,2015,Hatchback,"43,833",1.33,99,Manual,Petrol,3
"7,385",Toyota,Yaris,2014,Hatchback,"71,000",1.33,99,Manual,Petrol,4
"5,250",Toyota,Yaris,2009,Hatchback,"55,129",1.33,99,Automatic,Petrol,3
"10,689",Toyota,Aygo,2020,Hatchback,"21,357",1,69,Manual,Petrol,1
"13,450",Toyota,Auris,2017,Estate,"103,000",1.8,136,Automatic,Petrol Hybrid,3
"2,990",Toyota,Auris,2007,Hatchback,"83,453",1.6,124,Automatic,Petrol,5
"4,000",Toyota,Aygo,2011,Hatchback,"83,850",1,67,Automatic,Petrol,2
"7,270",Toyota,Aygo,2016,Hatchback,"31,535",1,68,Manual,Petrol,1
"8,900",Toyota,RAV4,2008,SUV,"19,997",2,150,Manual,Petrol,2
"18,490",Toyota,CHR,2018,SUV,"20,000",1.8,122,Automatic,Petrol Hybrid,ns
"12,999",Toyota,Yaris,2017,Hatchback,"15,504",1.5,111,Automatic,Petrol,4
"17,990",Toyota,CHR,2018,SUV,"52,446",1.8,122,Automatic,Petrol Hybrid,1
"14,499",Toyota,Yaris,2018,Hatchback,"26,000",1.5,100,Automatic,Petrol Hybrid,1
"12,990",Toyota,Yaris,2019,Hatchback,"6,240",1.5,111,Manual,Petrol,1
"2,395",Toyota,RAV4,2004,SUV,"91,899",2,147,Manual,Petrol,5
"3,895",Toyota,Aygo,2013,Hatchback,"71,000",1,67,Manual,Petrol,ns
"5,995",Toyota,Aygo,2016,Hatchback,"29,000",1,68,Automatic,Petrol,2
"6,750",Toyota,Yaris,2013,Hatchback,"56,363",1.33,99,Manual,Petrol,2
"23,990",Toyota,Corolla,2020,Estate,"10,266",1.8,122,Automatic,Petrol Hybrid,ns
"2,990",Toyota,Aygo,2011,Hatchback,"81,000",1,67,Manual,Petrol,ns
"2,595",Toyota,Yaris,2004,Hatchback,"63,123",1.3,85,Automatic,Petrol,6
"2,485",Toyota,Rav4,2004,SUV,"93,902",2,147,Manual,Petrol,5
"3,690",Toyota,Prius,2005,Hatchback,"167,000",1.5,76,Automatic,Petrol Hybrid,ns
"3,195",Toyota,Aygo,2011,Hatchback,"87,350",1,67,Manual,Petrol,5
"3,290",Toyota,Aygo,2011,Hatchback,"65,413",1,67,Manual,Petrol,4
"15,490",Toyota,Yaris,2018,Hatchback,"21,195",1.5,100,Automatic,Petrol Hybrid,1
"8,850",Toyota,Yaris,2015,Hatchback,"43,833",1.33,99,Manual,Petrol,3
"8,890",Toyota,Auris,2014,Hatchback,"50,406",1.6,132,Manual,Petrol,1
"18,004",Toyota,C-Hr,2018,SUV,"43,516",1.8,122,Automatic,Petrol Hybrid,1
"6,890",Toyota,Aygo,2017,Hatchback,"34,608",1,68,Manual,Petrol,ns
"40,950",Toyota,Hilux,2021,Pickup,220,2.8,204,Automatic,Diesel,1
"15,990",Toyota,C-Hr,2017,SUV,"36,862",1.2,115,Manual,Petrol,1
"17,749",Toyota,Rav4,2017,SUV,"43,094",2,143,Manual,Diesel,2
"2,795",Toyota,Auris,2010,Hatchback,"119,000",1.33,100,Manual,Petrol,3
"6,295",Toyota,Prius,2009,Hatchback,"111,575",1.8,97,Automatic,Petrol Hybrid,4
"14,495",Toyota,Prius,2016,Hatchback,"43,000",1.8,122,Automatic,Petrol Hybrid,ns
"2,495",Toyota,Corolla,2006,Hatchback,"25,000",1.4,95,Manual,Petrol,4
"12,990",Toyota,Yaris,2019,Hatchback,"6,240",1.5,111,Manual,Petrol,1
"12,990",Toyota,Yaris,2019,Hatchback,"6,240",1.5,111,Manual,Petrol,1
"7,500",Toyota,Avensis,2016,Estate,"98,500",1.6,114,Manual,Diesel,ns
"6,880",Toyota,Yaris,2013,Hatchback,"138,800",1.5,74,Automatic,Petrol Hybrid,2
"4,950",Toyota,Auris,2010,Hatchback,"60,370",1.6,124,Manual,Petrol,1
"24,990",Toyota,C-Hr,2020,SUV,"15,986",1.8,122,Automatic,Petrol Hybrid,ns
"3,450",Toyota,Aygo,2009,Hatchback,"66,270",1,67,Manual,Petrol,1
"1,998",Toyota,Aygo,2009,Hatchback,"103,000",1,67,Manual,Petrol,4
"10,000",Toyota,Verso,2013,MPV,"77,000",1.8,147,Automatic,Petrol,ns
"10,500",Toyota,RAV4,2016,SUV,"138,966",2,143,Manual,Diesel,1
"4,495",Toyota,Yaris,2011,Hatchback,"69,430",1.3,101,Manual,Petrol,1
"4,999",Toyota,RAV4,2006,SUV,"103,000",2,150,Automatic,Petrol,3
"2,495",Toyota,Corolla,2006,Hatchback,"25,000",1.4,95,Manual,Petrol,4
"18,004",Toyota,C-Hr,2018,SUV,"43,516",1.8,122,Automatic,Petrol Hybrid,1
"28,990",Toyota,RAV4,2019,SUV,"8,004",2.5,218,Automatic,Petrol Hybrid,1
"28,480",Toyota,C-Hr,2021,SUV,"8,145",1.8,122,Automatic,Petrol Hybrid,ns
"6,999",Toyota,Aygo,2013,Hatchback,"31,000",1,67,Automatic,Petrol,3
"14,499",Toyota,Yaris,2018,Hatchback,"26,000",1.5,100,Automatic,Petrol Hybrid,1
"2,400",Toyota,Avensis,2007,Hatchback,"97,000",1.8,127,Manual,Petrol,4
"15,919",Toyota,C-Hr,2018,SUV,"93,401",1.8,122,Automatic,Petrol Hybrid,1
"7,799",Toyota,Aygo,2015,Hatchback,"57,444",1,68,Manual,Petrol,1
"7,250",Toyota,Auris,2012,Hatchback,"29,264",1.33,100,Manual,Petrol,1
"25,799",Toyota,C-Hr,2019,SUV,"18,808",2,184,Automatic,Petrol Hybrid,2
"7,500",Toyota,Auris,2011,Hatchback,"17,000",1.6,124,Automatic,Petrol,3
"9,500",Toyota,Auris,2017,Estate,"83,891",1.33,99,Manual,Petrol,1
"9,995",Toyota,Yaris,2017,Hatchback,"35,315",1.5,111,Manual,Petrol,1
"14,499",Toyota,Yaris,2018,Hatchback,"26,000",1.5,100,Automatic,Petrol Hybrid,1
"18,004",Toyota,C-Hr,2018,SUV,"43,516",1.8,122,Automatic,Petrol Hybrid,1
"10,995",Toyota,Auris,2015,Hatchback,"78,550",1.8,98,Automatic,Petrol Hybrid,2
"2,995",Toyota,Corolla,2008,MPV,"114,545",1.8,127,Manual,Petrol,2
"11,750",Toyota,Yaris,2018,Hatchback,"11,900",1.5,111,Manual,Petrol,1
"10,490",Toyota,Auris,2012,Hatchback,"40,751",1.8,98,Automatic,Petrol Hybrid,2
"6,495",Toyota,Aygo,2014,Hatchback,"47,000",1,68,Manual,Petrol,2
"2,790",Toyota,RAV4,2006,SUV,"155,047",2,150,Manual,Petrol,3
"4,250",Toyota,Yaris,2005,Hatchback,"70,000",1.5,105,Manual,Petrol,1
"24,990",Toyota,C-Hr,2020,SUV,"15,297",1.8,122,Automatic,Petrol Hybrid,1
"5,650",Toyota,Yaris,2012,Hatchback,"69,988",1.33,99,Automatic,Petrol,4
"8,850",Toyota,Yaris,2015,Hatchback,"43,833",1.33,99,Manual,Petrol,3
"6,495",Toyota,Yaris,2015,Hatchback,"87,000",1.33,99,Manual,Petrol,1
"14,499",Toyota,Yaris,2018,Hatchback,"26,000",1.5,100,Automatic,Petrol Hybrid,1
"8,000",Toyota,Aygo,2017,Hatchback,"47,977",1,68,Manual,Petrol,1
"1,750",Toyota,Auris,2007,Hatchback,"120,000",1.6,124,Manual,Petrol,ns
"2,895",Toyota,Corolla,2005,Hatchback,"53,012",1.6,109,Manual,Petrol,ns
"4,478",Toyota,Yaris,2011,Hatchback,"76,840",1.33,101,Manual,Petrol,2
"11,499",Toyota,Auris,2016,Estate,"154,534",1.8,136,Automatic,Petrol Hybrid,3
"9,990",Toyota,Prius,2010,Hatchback,"40,247",1.8,97,Automatic,Petrol Hybrid,1
"7,995",Toyota,Yaris,2016,Hatchback,"73,166",1.4,90,Manual,Diesel,1
"3,750",Toyota,IQ,2009,Hatchback,"62,500",1,67,Manual,Petrol,1
"9,495",Toyota,Auris,2014,Hatchback,"113,821",1.8,98,Automatic,Petrol Hybrid,2
"8,940",Toyota,Prius,2011,Hatchback,"87,773",1.8,97,Automatic,Petrol Hybrid,4
"4,499",Toyota,Aygo,2013,Hatchback,"33,996",1,67,Automatic,Petrol,3
"6,495",Toyota,Yaris,2015,Hatchback,"87,000",1.33,99,Manual,Petrol,1
"13,990",Toyota,Yaris,2020,Hatchback,"11,692",1.5,111,Manual,Petrol,1
"12,990",Toyota,Yaris,2019,Hatchback,"6,240",1.5,111,Manual,Petrol,1
"8,295",Toyota,Yaris,2015,Hatchback,"44,464",1.33,99,Manual,Petrol,4
"7,500",Toyota,Aygo,2016,Hatchback,"51,221",1,68,Manual,Petrol,2
"17,895",Toyota,CHR,2018,SUV,"58,000",1.8,122,Automatic,Petrol Hybrid,ns
"7,844",Toyota,Yaris,2011,Hatchback,"23,401",1.3,101,Automatic,Petrol,ns
"2,495",Toyota,Yaris,2010,Hatchback,"118,312",1.33,99,Manual,Petrol,4
"11,698",Toyota,Auris,2015,Hatchback,"11,991",1.2,116,Manual,Petrol,2
"7,450",Toyota,Auris,2013,Hatchback,"46,533",1.6,132,Manual,Petrol,3
"2,695",Toyota,Aygo,2008,Hatchback,"71,000",1,67,Manual,Petrol,1
"3,995",Toyota,IQ,2010,Hatchback,"77,000",1.33,99,Manual,Petrol,2
"7,450",Toyota,Avensis,2009,Estate,"80,000",2,150,Automatic,Petrol,3
"6,490",Toyota,RAV4,2005,SUV,"54,175",2,147,Manual,Petrol,2
"12,990",Toyota,Yaris,2019,Hatchback,"7,976",1.5,111,Manual,Petrol,2
"12,990",Toyota,Yaris,2019,Hatchback,"7,976",1.5,111,Manual,Petrol,2
"6,150",Toyota,Aygo,2016,Hatchback,"80,000",1,68,Manual,Petrol,2
"2,498",Toyota,Corolla,2002,Hatchback,"118,000",1.6,109,Automatic,Petrol,ns
"22,469",Toyota,Yaris,2021,Hatchback,"3,615",1.5,116,Automatic,Petrol Hybrid,1
"2,500",Toyota,Corolla,2004,MPV,"121,900",1.8,127,Manual,Petrol,3
"1,990",Toyota,Avensis,2006,Saloon,"106,000",2,147,Manual,Petrol,2
"7,999",Toyota,Aygo,2018,Hatchback,"29,861",1,68,Manual,Petrol,1
"6,696",Toyota,Aygo,2014,Hatchback,"16,999",1,67,Manual,Petrol,3
"2,700",Toyota,Auris,2007,Hatchback,"69,900",1.6,124,Manual,Petrol,3
"17,894",Toyota,Auris,2018,Hatchback,"17,000",1.8,136,Automatic,Petrol Hybrid,1
"15,700",Toyota,C-Hr,2018,SUV,"38,680",1.2,116,Manual,Petrol,ns
"4,000",Toyota,Verso,2011,MPV,"97,000",1.33,99,Manual,Petrol,3
"12,990",Toyota,Yaris,2019,Hatchback,"7,976",1.5,111,Manual,Petrol,2
"15,790",Toyota,Yaris,2018,Hatchback,"2,821",1.5,100,Automatic,Petrol Hybrid,1
"1,995",Toyota,Yaris,2003,Hatchback,"51,000",1.3,85,Automatic,Petrol,1
"5,995",Toyota,Aygo,2015,Hatchback,"52,025",1,68,Manual,Petrol,2
"8,995",Toyota,Aygo,2017,Hatchback,"20,000",1,68,Manual,Petrol,1
"4,850",Toyota,Aygo,2012,Hatchback,"25,000",1,67,Manual,Petrol,2
"4,195",Toyota,Auris,2009,Hatchback,"83,000",1.6,124,Automatic,Petrol,4
"14,995",Toyota,Auris,2016,Hatchback,"41,660",1.8,136,Automatic,Petrol Hybrid,2
"2,695",Toyota,Aygo,2012,Hatchback,"80,000",1,67,Manual,Petrol,4
"6,700",Toyota,Aygo,2015,Hatchback,"44,114",1,68,Manual,Petrol,2
"4,695",Toyota,Aygo,2011,Hatchback,"47,000",1,67,Manual,Petrol,2
"4,995",Toyota,Aygo,2011,Hatchback,"13,000",1,67,Manual,Petrol,2
"3,290",Toyota,Aygo,2011,Hatchback,"65,413",1,67,Manual,Petrol,4
"15,490",Toyota,Yaris,2018,Hatchback,"21,195",1.5,100,Automatic,Petrol Hybrid,1
"28,990",Toyota,RAV4,2019,SUV,"8,004",2.5,218,Automatic,Petrol Hybrid,1
"5,370",Toyota,Verso,2010,MPV,"96,100",1.6,132,Manual,Petrol,1
"4,599",Toyota,Aygo,2012,Hatchback,"49,066",1,67,Manual,Petrol,3
"8,500",Toyota,Yaris,2014,Hatchback,"42,000",1.33,99,Manual,Petrol,1
"7,499",Toyota,Aygo,2019,Hatchback,"19,237",1,71,Manual,Petrol,1
"2,989",Toyota,Yaris,2008,Hatchback,"83,989",1.3,85,Manual,Petrol,ns
"15,300",Toyota,Auris,2016,Hatchback,"49,126",1.8,136,Automatic,Petrol Hybrid,1
"2,990",Toyota,Aygo,2011,Hatchback,"87,386",1,67,Manual,Petrol,2
"17,990",Toyota,C-Hr,2018,SUV,"17,000",1.8,122,Automatic,Petrol Hybrid,1
"7,500",Toyota,Aygo,2015,Hatchback,"28,500",1,68,Automatic,Petrol,ns
"6,999",Toyota,RAV4,2010,SUV,"72,000",2,158,Manual,Petrol,4
"1,999",Toyota,Aygo,2007,Hatchback,"119,350",1,67,Manual,Petrol,ns
"18,004",Toyota,C-Hr,2018,SUV,"43,516",1.8,122,Automatic,Petrol Hybrid,1
"8,850",Toyota,Yaris,2015,Hatchback,"43,833",1.33,99,Manual,Petrol,3
"6,440",Toyota,Yaris,2012,Hatchback,"49,344",1.33,99,Manual,Petrol,4
"17,599",Toyota,C-Hr,2018,SUV,"8,689",1.2,116,Manual,Petrol,1
"11,999",Toyota,Yaris,2018,Hatchback,"29,584",1.5,111,Manual,Petrol,1
"3,195",Toyota,IQ,2009,Hatchback,"83,000",1,67,Manual,Petrol,4
"3,995",Toyota,Auris,2010,Hatchback,"74,529",1.33,100,Manual,Petrol,4
"2,599",Toyota,Prius,2004,Hatchback,"300,000",1.5,76,Automatic,Petrol Hybrid,2
"3,695",Toyota,Yaris,2009,Hatchback,"64,076",1.3,99,Manual,Petrol,ns
"15,989",Toyota,Prius,2017,Hatchback,"103,617",1.8,122,Automatic,Petrol Hybrid,1
"21,990",Toyota,Yaris,2021,Hatchback,"5,065",1.5,116,Automatic,Petrol Hybrid,1
"3,499",Toyota,Auris,2008,Hatchback,"40,000",1.6,124,Manual,Petrol,2
"6,495",Toyota,Yaris,2015,Hatchback,"87,000",1.33,99,Manual,Petrol,1
"12,990",Toyota,Yaris,2019,Hatchback,"7,976",1.5,111,Manual,Petrol,2
"12,990",Toyota,Yaris,2019,Hatchback,"7,976",1.5,111,Manual,Petrol,2
"12,490",Toyota,Yaris,2019,Hatchback,"15,969",1.5,111,Manual,Petrol,1
"9,750",Toyota,Aygo,2018,Hatchback,"28,281",1,71,Manual,Petrol,1
"12,699",Toyota,Auris,2016,Hatchback,"72,450",1.8,136,Automatic,Petrol Hybrid,2
"9,990",Toyota,RAV4,2011,SUV,"65,600",2,158,Automatic,Petrol,2
"1,995",Toyota,Yaris,2003,Hatchback,"103,000",1.3,85,Automatic,Petrol,4
"2,789",Toyota,Auris,2008,Hatchback,"79,800",1.4,97,Manual,Petrol,3
"6,995",Toyota,Yaris,2013,Hatchback,"81,709",1.33,99,Automatic,Petrol,3
